Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,1shot_claude_LLM_Clarity_Rating,1shot_claude_LLM_Completeness_Rating,1shot_claude_LLM_Consistency_Rating,1shot_claude_PSNR,1shot_claude_RMSE,1shot_claude_SAM,1shot_claude_SRE,1shot_claude_SSIM,1shot_claude_UIQ,repo_url,summary_token_count,1shot_deepseek_LLM_Clarity_Rating,1shot_deepseek_LLM_Completeness_Rating,1shot_deepseek_LLM_Consistency_Rating,1shot_deepseek_PSNR,1shot_deepseek_RMSE,1shot_deepseek_SAM,1shot_deepseek_SRE,1shot_deepseek_SSIM,1shot_deepseek_UIQ,1shot_gpt_LLM_Clarity_Rating,1shot_gpt_LLM_Completeness_Rating,1shot_gpt_LLM_Consistency_Rating,1shot_gpt_PSNR,1shot_gpt_RMSE,1shot_gpt_SAM,1shot_gpt_SRE,1shot_gpt_SSIM,1shot_gpt_UIQ,agent_claude_LLM_Clarity_Rating,agent_claude_LLM_Completeness_Rating,agent_claude_LLM_Consistency_Rating,agent_claude_PSNR,agent_claude_RMSE,agent_claude_SAM,agent_claude_SRE,agent_claude_SSIM,agent_claude_UIQ,approach_claude_LLM_Clarity_Rating,approach_claude_LLM_Completeness_Rating,approach_claude_LLM_Consistency_Rating,approach_claude_PSNR,approach_claude_RMSE,approach_claude_SAM,approach_claude_SRE,approach_claude_SSIM,approach_claude_UIQ,approach_deepseek_LLM_Clarity_Rating,approach_deepseek_LLM_Completeness_Rating,approach_deepseek_LLM_Consistency_Rating,approach_deepseek_PSNR,approach_deepseek_RMSE,approach_deepseek_SAM,approach_deepseek_SRE,approach_deepseek_SSIM,approach_deepseek_UIQ,approach_gpt_LLM_Clarity_Rating,approach_gpt_LLM_Completeness_Rating,approach_gpt_LLM_Consistency_Rating,approach_gpt_PSNR,approach_gpt_RMSE,approach_gpt_SAM,approach_gpt_SRE,approach_gpt_SSIM,approach_gpt_UIQ,fewshot_claude_LLM_Clarity_Rating,fewshot_claude_LLM_Completeness_Rating,fewshot_claude_LLM_Consistency_Rating,fewshot_claude_PSNR,fewshot_claude_RMSE,fewshot_claude_SAM,fewshot_claude_SRE,fewshot_claude_SSIM,fewshot_claude_UIQ,fewshot_deepseek_LLM_Clarity_Rating,fewshot_deepseek_LLM_Completeness_Rating,fewshot_deepseek_LLM_Consistency_Rating,fewshot_deepseek_PSNR,fewshot_deepseek_RMSE,fewshot_deepseek_SAM,fewshot_deepseek_SRE,fewshot_deepseek_SSIM,fewshot_deepseek_UIQ,fewshot_gpt_LLM_Clarity_Rating,fewshot_gpt_LLM_Completeness_Rating,fewshot_gpt_LLM_Consistency_Rating,fewshot_gpt_PSNR,fewshot_gpt_RMSE,fewshot_gpt_SAM,fewshot_gpt_SRE,fewshot_gpt_SSIM,fewshot_gpt_UIQ,zeroshot_claude_LLM_Clarity_Rating,zeroshot_claude_LLM_Completeness_Rating,zeroshot_claude_LLM_Consistency_Rating,zeroshot_claude_PSNR,zeroshot_claude_RMSE,zeroshot_claude_SAM,zeroshot_claude_SRE,zeroshot_claude_SSIM,zeroshot_claude_UIQ,zeroshot_deepseek_LLM_Clarity_Rating,zeroshot_deepseek_LLM_Completeness_Rating,zeroshot_deepseek_LLM_Consistency_Rating,zeroshot_deepseek_PSNR,zeroshot_deepseek_RMSE,zeroshot_deepseek_SAM,zeroshot_deepseek_SRE,zeroshot_deepseek_SSIM,zeroshot_deepseek_UIQ,zeroshot_gpt_LLM_Clarity_Rating,zeroshot_gpt_LLM_Completeness_Rating,zeroshot_gpt_LLM_Consistency_Rating,zeroshot_gpt_PSNR,zeroshot_gpt_RMSE,zeroshot_gpt_SAM,zeroshot_gpt_SRE,zeroshot_gpt_SSIM,zeroshot_gpt_UIQ
boxes,layered,entire,static,intel_edge-insights-vision,y,"hardware_components, technologies, layers",general,,,n,n,n,high,n,y,,maintainability,intel/edge-insights-vision,"rectangles, squares","docker, jupyter, intel, linux, windows",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6169,0.0416,89.3198,47.7973,0.3379,0.0025,https://github.com/intel/edge-insights-vision/,1070,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.422,0.0426,89.2939,47.6714,0.3281,0.0002,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5213,0.0421,89.2042,47.721,0.325,-0.0051,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4239,0.0425,89.3063,47.6994,0.3116,0.0007,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.537,0.0414,0.0,47.7254,0.3636,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4036,0.0421,0.0,47.6593,0.3588,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.3495,0.0429,89.34,47.6531,0.3693,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5313,0.042,89.2784,47.7413,0.3126,-0.0006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6313,0.0415,89.2634,47.7845,0.3282,-0.0016,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4995,0.0422,89.3017,47.7202,0.314,0.0029,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.6553,0.0285,0.0,48.4421,0.114,,,,,,,,,,
boxes,event-driven,part,static,mendhak_gpslogger,y,"bus, services, clients",connectivity,"bus, uni, bi",communication,n,n,n,medium,n,y,,maintainability,mendhak/gpslogger,"rectangles, icons",,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0269,0.0177,84.8432,55.0236,0.5353,0.0023,https://github.com/mendhak/gpslogger/,1208,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.7893,0.0182,84.8238,54.9018,0.494,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,34.3783,0.0191,84.6796,54.6968,0.4422,-0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.632,0.0186,84.8126,54.8242,0.378,0.0066,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6104,0.0186,0.0,54.8085,0.6265,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.2488,0.0194,0.0,54.6294,0.5655,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8515,0.0181,84.1851,54.9345,0.6059,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0236,0.0177,84.8299,55.0211,0.5332,0.0018,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1561,0.0175,84.8466,55.0874,0.545,0.0166,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6966,0.0184,84.7802,54.858,0.4829,0.007,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8635,0.0181,84.8455,54.9409,0.5182,0.0042,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7587,0.0183,0.0,54.8879,0.4992,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8758,0.018,84.8461,54.9461,0.5333,0.0003
boxes_and_arrows,,entire+,dynamic,mrubash1_trainspotting,y,"hardware_components, sub-systems, technologies",control_flow,uni,control_flow,n,y,n,high,n,y,IOT,functional_suitability,mrubash1/trainspotting,"rectangles, squares, icons","jupyter, tensorflow",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.4781,0.0238,83.0024,58.2799,0.6032,-0.0068,https://github.com/mrubash1/trainspotting/,799,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.9049,0.0226,82.9312,58.4911,0.6772,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.8633,0.0227,83.0174,58.4688,0.6914,0.0037,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.7999,0.0229,82.9496,58.4441,0.6036,0.0029,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.7185,0.0231,0.0,58.3897,0.6091,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,32.8229,0.0228,0.0,58.4466,0.6466,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.8862,0.0227,82.9311,58.489,0.6882,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.0749,0.0222,82.6465,58.5861,0.6989,0.0017,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,32.9049,0.0226,83.0355,58.4973,0.7012,0.0061,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,32.8316,0.0228,82.9871,58.4606,0.6806,-0.0011,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.6772,0.0232,83.0003,58.3806,0.6482,0.008,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.8661,0.0227,0.0,58.4633,0.6608,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.8239,0.0228,83.018,58.4546,0.6493,0.0017
icons_and_arrows,client-server,entire,dynamic,JessNah_BeeGreen,y,technologies,control_flow,"uni, bi",control_flow,n,y,n,high,n,y,,"functional_suitability, interaction_capability",JessNah/BeeGreen,"circles, icons, rectangles","react, typescript, nodejs, ibm",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5833,0.0418,49.602,53.6161,0.4248,-0.0009,https://github.com/JessNah/BeeGreen/,1004,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,27.5666,0.0418,49.5698,53.6078,0.4064,0.0004,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5424,0.042,49.5861,53.5959,0.3973,0.0005,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6338,0.0415,49.6025,53.6415,0.3999,-0.0005,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.4647,0.0423,0.0,53.5459,0.4483,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.4359,0.0425,0.0,53.5324,0.4309,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.5633,0.0419,49.466,53.6048,0.465,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.8652,0.0404,49.5517,53.7585,0.424,0.0003,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6151,0.0416,49.6065,53.6324,0.4649,-0.0001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5622,0.0419,49.591,53.6057,0.4183,0.0007,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5763,0.0418,49.6035,53.6127,0.4273,-0.0012,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.681,0.0413,0.0,53.6502,0.4334,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6019,0.0417,49.5929,53.6255,0.4224,0.0005
boxes_and_arrows,,entire,static,JuliaParallel_DagScheduler.jl,n,sub-systems,"data_flow, performance",bi,data_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",JuliaParallel/DagScheduler.jl,"rectangles, cylinders",,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9105,0.0127,89.8433,58.763,0.587,0.0037,https://github.com/JuliaParallel/DagScheduler.jl/,767,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3262,0.0121,89.7036,58.966,0.5959,0.01,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6373,0.0131,89.6982,58.6215,0.576,0.0049,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8173,0.0129,89.8208,58.7172,0.4866,0.0019,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8508,0.0144,0.0,58.2281,0.5892,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9293,0.0127,0.0,58.7753,0.5984,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8614,0.0144,89.6151,58.259,0.6084,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9889,0.0126,89.8356,58.8381,0.6192,-0.0022,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.7302,0.058,26.9968,52.1796,0.0097,-0.001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.848,0.0128,89.7887,58.7271,0.5464,0.0021,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0324,0.0125,89.83,58.8193,0.5425,-0.0017,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7613,0.0115,0.0,59.1837,0.6148,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3301,0.0121,89.8327,58.968,0.586,0.0052
boxes_and_arrows,client-server,entire,static,FPriv_factom-harmony-connect-python-sdk,y,"packages, classes, APIs, sub-systems",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,FPriv/factom-harmony-connect-python-sdk,rectangles,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.0384,0.0125,89.8067,60.08,0.6025,-0.0022,https://github.com/FPriv/factom-harmony-connect-python-sdk/,793,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.2003,0.011,89.9325,60.8019,0.6538,0.0022,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.1087,0.0111,89.9191,60.7025,0.655,0.0037,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.6592,0.0117,89.9261,60.3913,0.5867,-0.0019,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7745,0.0128,0.0,59.8561,0.5976,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.828,0.0126,0.0,59.949,0.6312,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4308,0.0134,89.7717,59.6587,0.6172,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.1338,0.0124,89.9018,60.0995,0.5945,0.0076,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.563,0.0118,89.9074,60.3769,0.6022,-0.0009,,,,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.9154,0.0113,89.9235,60.595,0.6298,0.0051,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.7403,0.0114,0.0,60.4852,0.6371,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2644,0.0109,89.9366,60.8238,0.6379,-0.0058
icons_and_arrows,,entire,dynamic,yoshixmk_remarks,y,technologies,"deployment, control_flow",uni,"control_flow, data_flow",n,y,n,high,n,n,,"functional_suitability, maintainability",yoshixmk/remarks,icons,"google, html, github, fauna, deploy",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6678,0.0147,88.9885,58.4578,0.6797,-0.0009,https://github.com/yoshixmk/remarks/,815,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5415,0.0167,88.943,57.9136,0.7059,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7857,0.0145,88.9494,58.5173,0.7289,-0.0014,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8262,0.0144,88.9896,58.5374,0.619,-0.0017,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.609,0.0148,0.0,58.4293,0.7685,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6323,0.0147,0.0,58.4418,0.7634,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8325,0.0144,88.7675,58.5532,0.782,,,,,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.8204,0.0144,88.974,58.5345,0.7213,-0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.557,0.0149,88.9581,58.4025,0.7069,0.0001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3968,0.0151,88.9795,58.3222,0.6414,-0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4552,0.015,0.0,58.3518,0.6695,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3366,0.0152,88.9732,58.292,0.6651,-0.0013
"icons_and_arrows, boxes",client-server,part,dynamic,miztiik_aws-real-time-use-cases,y,technologies,"deployment, control_flow","uni, bi",control_flow,n,y,n,high,n,y,,functional_suitability,miztiik/aws-real-time-use-cases,"rectangles, icons",aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2779,0.0545,17.9739,40.1425,0.1191,0.0006,https://github.com/miztiik/aws-real-time-use-cases/,640,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0961,0.0556,17.9726,40.0518,0.1161,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.1008,0.0556,17.9647,40.0541,0.1053,-0.0016,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0773,0.0557,17.9587,40.0424,0.1003,-0.0068,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.507,0.053,0.0,40.255,0.1285,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3059,0.0543,0.0,40.1694,0.1299,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.4433,0.0534,17.9776,40.2251,0.1298,,,,,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0781,0.0557,17.9642,40.0428,0.1111,0.0011,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2581,0.0546,17.9592,40.1332,0.1135,0.002,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3048,0.0543,17.9649,40.1559,0.0978,0.0051,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3283,0.0541,0.0,40.1778,0.1185,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2853,0.0544,17.9737,40.1461,0.1186,0.0003
icons_and_arrows,,part,dynamic,gapfish_deployer,n,"DBs, technologies",deployment,bi,control_flow,n,y,n,high,n,n,manual sketch,maintainability,gapfish/deployer,icons,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.2199,0.0195,89.7758,53.2008,0.3806,-0.0018,https://github.com/gapfish/deployer/,1151,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,34.5462,0.0187,89.7625,53.3374,0.4029,-0.0034,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.4969,0.0188,89.7773,53.3377,0.4504,-0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3763,0.0191,89.7886,53.2963,0.4247,0.0002,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,34.1574,0.0196,0.0,53.1474,0.4799,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.2162,0.0194,0.0,53.2145,0.4671,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.2282,0.0194,89.6003,53.2036,0.4838,,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,34.6861,0.0184,89.7631,53.4361,0.4351,-0.0041,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,34.3306,0.0192,89.7771,53.2686,0.4403,0.0023,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6828,0.0207,89.6652,52.904,0.3403,0.0029,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3131,0.0192,89.7817,53.2551,0.4077,-0.0033,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.4349,0.0189,0.0,53.3184,0.4118,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.2533,0.0194,89.769,53.2172,0.3945,-0.0038
boxes,rest,entire,static,vinijmoura_Azure-DevOps,y,technologies,general,,,n,n,n,high,n,n,,maintainability,vinijmoura/Azure-DevOps,icons,azure,Meets Expectations,Meets Expectations,Meets Expectations,34.7445,0.0183,89.9255,56.1122,0.5375,-0.0006,https://github.com/vinijmoura/Azure-DevOps/,1211,Meets Expectations,Meets Expectations,Meets Expectations,34.748,0.0183,89.8983,56.0604,0.6026,,Meets Expectations,Meets Expectations,Meets Expectations,34.7095,0.0184,89.8784,56.0203,0.6074,0.0007,Partially Meets Expectations,Meets Expectations,Partially Meets Expectations,35.0036,0.0178,89.9411,56.2535,0.6227,-0.0003,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,34.7878,0.0178,0.0,56.0732,0.7277,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3815,0.0165,89.9645,56.546,0.8167,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,34.5048,0.0188,89.9063,55.8829,0.7323,,,,,,,,,,,Meets Expectations,Meets Expectations,Meets Expectations,34.6993,0.0184,89.8662,56.0226,0.5952,-0.0021,Meets Expectations,Meets Expectations,Meets Expectations,34.4423,0.019,89.7893,55.8261,0.592,0.0038,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,34.4603,0.0189,89.9029,55.8961,0.5587,0.0004,Meets Expectations,Meets Expectations,Meets Expectations,35.0074,0.0173,0.0,56.2473,0.6496,,Meets Expectations,Meets Expectations,Meets Expectations,34.6352,0.0185,89.8236,56.0033,0.5825,-0.0037
boxes_and_arrows,SOA,entire,static,OpenRoberta_robertalab-ev3dev,y,"packages, clients",connectivity,bi,communication,n,y,n,high,n,y,IOT,maintainability,OpenRoberta/robertalab-ev3dev,rectangles,,,,,,,,,,,https://github.com/OpenRoberta/robertalab-ev3dev/,900,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.902,0.0254,82.1209,50.7133,0.4556,0.0071,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.9105,0.0254,81.9949,50.6692,0.3725,-0.0049,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,32.1849,0.0246,82.0868,50.8726,0.4389,0.0114,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.8025,0.0256,0.0,50.6522,0.454,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.1411,0.0246,0.0,50.8106,0.4398,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.8286,0.0256,82.0667,50.6486,0.5039,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.8493,0.0256,82.1357,50.6847,0.5043,0.0027,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.8496,0.0256,82.1149,50.675,0.4533,-0.0054,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.9593,0.0252,82.1084,50.7171,0.4736,0.0023,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,32.028,0.025,82.1072,50.7525,0.4634,0.0007,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.8415,0.0255,0.0,50.6847,0.4562,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.8308,0.0256,82.1146,50.6687,0.4936,-0.0021
boxes_and_arrows,,part,static,ibm-hyperknowledge_hklib,y,"DBs, clients, packages",general,uni,dependencies,n,y,n,high,n,n,,maintainability,ibm-hyperknowledge/hklib,rectangles,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4605,0.0212,81.2087,57.0072,0.637,0.0002,https://github.com/ibm-hyperknowledge/hklib/,1092,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.1941,0.0219,81.1939,56.8736,0.5878,-0.006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.2104,0.0219,81.2096,56.8817,0.6019,-0.0187,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6923,0.0207,81.2342,57.1233,0.6379,0.0023,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.1808,0.0219,0.0,56.8727,0.619,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.8008,0.0204,0.0,57.1779,0.7672,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.0282,0.0223,81.0403,56.7892,0.6339,,,,,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.3588,0.0215,81.1842,56.9561,0.585,0.001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.627,0.0208,81.2419,57.0902,0.6616,0.0137,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4906,0.0212,81.2389,57.022,0.6358,0.0028,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4536,0.0212,0.0,57.0035,0.6162,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4839,0.0212,81.2245,57.0185,0.5821,0.0015
icons_and_arrows,client-server,entire,dynamic,IBM_cognos-analytics-to-visualize-business-data,y,technologies,control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/cognos-analytics-to-visualize-business-data,"circles, icons",cognos,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.402,0.0095,89.9574,65.7128,0.8553,-0.0006,https://github.com/IBM/cognos-analytics-to-visualize-business-data/,922,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.7913,0.0102,89.8897,65.4071,0.8471,-0.0015,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.2306,0.0097,89.9436,65.6337,0.8627,-0.0012,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.5022,0.0084,89.897,66.263,0.8084,-0.0013,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.3852,0.0107,89.976,65.2723,0.8986,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4234,0.0119,89.9694,64.7719,0.8523,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.5342,0.0094,89.9779,65.9106,0.9137,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.3833,0.0085,89.9374,66.2036,0.879,0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.3629,0.0085,89.956,66.214,0.8864,-0.0005,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.907,0.0113,89.8978,64.9854,0.8438,-0.0011,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.3628,0.0096,89.958,65.6932,0.8481,-0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.2015,0.0098,0.0,65.6145,0.832,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.9249,0.009,89.9607,65.9741,0.8795,-0.0
