Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count,zeroShot_gpt_LLM_Clarity_Rating,zeroShot_gpt_LLM_Completeness_Rating,zeroShot_gpt_LLM_Consistency_Rating,zeroShot_gpt_PSNR,zeroShot_gpt_RMSE,zeroShot_gpt_SAM,zeroShot_gpt_SRE,zeroShot_gpt_SSIM,zeroShot_gpt_UIQ
boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,https://github.com/zalando-incubator/fabric-gateway/,1043,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.1278,0.0494,32.6842,43.2891,0.1629,-0.0005
"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,https://github.com/apigee/consumer-data-standards-au/,1357,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1060,0.0140,89.7879,58.0985,0.6680,0.0055
icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",https://github.com/today-real-estate/today-real-estate_front-end/,934,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4194,0.0135,89.7653,59.4826,0.6818,0.0022
boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",https://github.com/mebaysan/Modern-Data-Architecture/,862,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1120,0.0156,89.6171,56.7998,0.4943,0.0232
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,https://github.com/anjuchamantha/EMonitor/,1163,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4125,0.0120,89.5816,59.6151,0.6377,0.0017
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",https://github.com/zwt-sdk/zwt/,1062,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.3211,0.0272,82.9249,51.5559,0.4282,0.0046
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,https://github.com/YW-Ma/Algorithms-Visualizer/,1423,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.6349,0.0117,88.3664,64.9100,0.8068,0.0015
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8527,0.0128,89.4079,60.0421,0.6682,-0.0003
boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2960,0.0153,89.5790,57.7569,0.5535,-0.0016
boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",https://github.com/matrix-io/matrix-malos-zwave/,1232,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.9550,0.0283,89.4879,50.2987,0.4009,0.0012
boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,https://github.com/nikmis/xentrace-analysis/,1088,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7305,0.0183,86.7817,55.8017,0.5203,-0.0042
boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",https://github.com/AmnisIO/AmnisIO/,907,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6941,0.0146,87.6414,60.8907,0.7008,0.0014
boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",https://github.com/bianjieai/tibc/,1031,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3023,0.0172,85.5121,55.4384,0.4367,-0.0019
boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,https://github.com/sugarlabs/musicblocks-v4-lib/,871,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.9443,0.0142,89.3077,61.9224,0.7679,-0.0003
boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",https://github.com/leopardslab/gocloud/,1468,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3322,0.0171,89.6548,63.5291,0.7697,0.0006
"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,https://github.com/aws-solutions/automated-security-response-on-aws/,1287,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3527,0.0136,89.0018,61.7546,0.6728,0.0040
boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,https://github.com/codahale/sneaker/,806,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3273,0.0542,19.9894,38.3058,0.0859,0.0000
"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",https://github.com/emreturgutce/stock-management/,757,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.2562,0.0137,89.8208,62.6501,0.7504,-0.0007
boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,https://github.com/chirgjin/track-my-events/,1106,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.5852,0.0083,89.9582,63.6719,0.8173,0.0007
boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",https://github.com/jun108059/Elasticsearch-SpringBoot/,924,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.8120,0.0162,89.3868,58.5211,0.5959,-0.0003
boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",https://github.com/onprem/foundry/,1085,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0230,0.0126,89.6622,60.2452,0.6568,-0.0017
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,https://github.com/philipplackner/IvyWallet-PL_Version/,1368,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,https://github.com/michaelsrichter/azure.owasp/,1430,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4503,0.0169,89.9217,56.7373,0.6073,0.0031
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",https://github.com/IBM/vpc-flowlogs-log-analysis/,751,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,28.0206,0.0397,52.6977,50.6489,0.4402,0.0026
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4275,0.0120,88.8745,61.3293,0.7585,0.0030
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,https://github.com/kerollesroshdi/Cima-/,1379,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.2556,0.0546,17.2488,38.3600,0.0974,0.0010
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,https://github.com/takoko55/LectureLens/,915,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4640,0.0423,89.3238,44.9969,0.3534,0.0007
boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,https://github.com/googleinterns/typescript-flag-upgrade/,800,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.7072,0.0582,7.5290,31.8454,0.0526,-0.0001
boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,https://github.com/solenya-group/solenya/,969,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5999,0.0117,88.9275,62.1085,0.7772,-0.0007
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,https://github.com/23fa-cpsc490/canyough/,1221,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,https://github.com/Resurgence-VM-Development/Resurgence/,981,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1132,0.0124,89.7435,58.2085,0.5561,0.0039
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",https://github.com/thangchung/practical-dapr/,808,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6163,0.0209,89.2064,57.3144,0.5620,-0.0012
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,https://github.com/YashwantChauhan/SDL/,1039,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.7252,0.0130,89.4721,59.7370,0.6799,0.0025
icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,https://github.com/hrchlhck/k8s-bigdata/,1263,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",https://github.com/XenitAB/git-auth-proxy/,1006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2092,0.0123,89.7799,57.1778,0.5648,0.0004
boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,https://github.com/ut-ims-robotics/robotont/,1034,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.5356,0.0167,88.6242,55.2079,0.4595,0.0002
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3362,0.0152,87.5708,57.2310,0.5629,-0.0021
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,https://github.com/jzyong/GameServer4g/,1046,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9053,0.0569,12.5705,37.3274,0.0769,0.0011
boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,https://github.com/argrecsys/argael/,1443,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.9564,0.0400,50.3601,54.1097,0.3872,0.0026
icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",https://github.com/terrenjpeterson/javawatch/,875,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6419,0.0165,88.3204,57.8618,0.5725,-0.0013
icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",https://github.com/Crazy0416/KnowledgeGraph/,891,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3965,0.0135,88.6198,62.6161,0.7775,-0.0004
UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",https://github.com/Taymindis/fcgi-function/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9810,0.0502,88.6219,37.8631,0.1787,0.0012
icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",https://github.com/McOrts/taller-iot-sensor_radiactividad/,821,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6244,0.0165,89.7290,57.9104,0.6407,0.0016
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",https://github.com/UBC-CIC/Student-Connect-App/,1061,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9046,0.0143,89.5785,63.1824,0.7940,-0.0019
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",https://github.com/xydo1990/mlops_zoomcamp_homework/,1099,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0218,0.0126,89.3173,61.4752,0.7130,0.0020
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",https://github.com/UnoSD/UnoCash/,1355,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.6530,0.0117,89.1245,60.1356,0.7146,0.0011
icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",https://github.com/david3107/squatm3gator/,1318,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0562,0.0177,88.5022,59.4294,0.6850,-0.0000
boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,https://github.com/iceland2k14/Kangrand/,1224,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1688,0.0155,89.8578,57.0083,0.5761,-0.0024
boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,https://github.com/SV-97/HumanResourceMachine/,985,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.4093,0.0135,89.0780,58.4427,0.6272,-0.0018
boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,https://github.com/caraml-dev/turing/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6716,0.0147,89.8834,64.2013,0.7673,0.0040
icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",https://github.com/doitintl/banias/,823,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2662,0.0109,89.6920,59.9410,0.6724,0.0042
"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7889,0.0129,89.7499,59.6214,0.6180,0.0013
boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",https://github.com/gabrielfarah/OpenHub/,1024,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1426,0.0156,88.8505,57.2196,0.4055,0.0026
boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,https://github.com/ElPapi42/deep-deblurring/,761,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.0626,0.0140,89.7933,61.6256,0.7003,0.0004
icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,https://github.com/jkahn117/aws-news/,965,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7101,0.0130,89.0609,62.1409,0.7129,-0.0016
boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",https://github.com/meshery/meshery/,1162,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.9217,0.0358,89.5269,54.9058,0.5495,0.0002
UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,https://github.com/duanfuxiang0/MysqlMigrationTool/,925,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2173,0.0109,89.9412,61.7041,0.7520,0.0022
boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,https://github.com/Connor1996/Pokemon/,1096,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3488,0.0540,20.0781,40.4883,0.0954,0.0006
UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,https://github.com/awslabs/benchmark-ai/,1321,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7445,0.0145,86.9811,56.5234,0.4987,0.0065
icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",https://github.com/gaiax/fLibra/,972,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9336,0.0142,89.3719,56.9538,0.5996,-0.0010
boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",https://github.com/oracle-quickstart/oci-confluent/,887,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.3361,0.0215,89.7974,58.2459,0.5739,0.0067
icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",https://github.com/jlhood/retweet-leaderboard/,1088,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.4957,0.0133,89.2976,56.9480,0.5948,0.0030
boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,https://github.com/bluekiri/mlab/,1501,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2035,0.0138,88.6918,57.0264,0.5054,-0.0073
boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,https://github.com/mcuking/offline-package-webpack-plugin/,701,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.0539,0.0314,89.8381,60.7422,0.6026,0.0012
boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,https://github.com/codestates/BEB-05-LeeSea/,1151,,,,NA,NA,NA,NA,NA,NA
icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4810,0.0119,89.6076,61.9636,0.7144,0.0027
icons_and_arrows,publish-subscribe,part,dynamic,KMuthumala_ESP32-BLE-Beaconing,y,"hardware_components, clients, sub-systems",connectivity,bi,communication,n,y,n,high,n,n,iot,flexibility,KMuthumala/ESP32-BLE-Beaconing,icons,mqtt,https://github.com/KMuthumala/ESP32-BLE-Beaconing/,1022,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8878,0.0143,89.6509,57.7470,0.5073,0.0005
