Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,oneShot_claude_LLM_Clarity_Rating,oneShot_claude_LLM_Completeness_Rating,oneShot_claude_LLM_Consistency_Rating,oneShot_claude_PSNR,oneShot_claude_RMSE,oneShot_claude_SAM,oneShot_claude_SRE,oneShot_claude_SSIM,oneShot_claude_UIQ,repo_url,summary_token_count
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.1376,0.0277,82.9310,51.4675,0.4488,0.0003,https://github.com/zwt-sdk/zwt/,1062
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0580,0.0125,88.3478,64.6213,0.7870,0.0032,https://github.com/YW-Ma/Algorithms-Visualizer/,1423
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5720,0.0132,89.3934,59.9017,0.6469,-0.0009,https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158
boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2164,0.0155,89.5819,57.7141,0.5450,-0.0048,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439
boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",,,,NA,NA,NA,NA,NA,NA,https://github.com/matrix-io/matrix-malos-zwave/,1232
boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6405,0.0185,86.7630,55.7490,0.4788,-0.0056,https://github.com/nikmis/xentrace-analysis/,1088
boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0006,0.0141,87.7255,61.0582,0.7779,0.0025,https://github.com/AmnisIO/AmnisIO/,907
boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3570,0.0171,85.5675,55.4657,0.4813,-0.0008,https://github.com/bianjieai/tibc/,1031
boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.6737,0.0147,89.3132,61.7876,0.7415,-0.0014,https://github.com/sugarlabs/musicblocks-v4-lib/,871
boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.1567,0.0175,89.6814,63.4211,0.7765,-0.0021,https://github.com/leopardslab/gocloud/,1468
"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2894,0.0137,89.0007,61.7231,0.6619,0.0056,https://github.com/aws-solutions/automated-security-response-on-aws/,1287
boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3366,0.0541,19.9862,38.3104,0.0741,-0.0021,https://github.com/codahale/sneaker/,806
"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2916,0.0137,89.8153,62.6656,0.7753,-0.0034,https://github.com/emreturgutce/stock-management/,757
boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.0088,0.0100,89.9444,62.8773,0.7626,-0.0000,https://github.com/chirgjin/track-my-events/,1106
boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.0536,0.0177,89.3998,58.1992,0.6220,0.0004,https://github.com/jun108059/Elasticsearch-SpringBoot/,924
boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",,,,NA,NA,NA,NA,NA,NA,https://github.com/onprem/foundry/,1085
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA,https://github.com/philipplackner/IvyWallet-PL_Version/,1368
boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4595,0.0169,89.9222,56.7251,0.5573,-0.0005,https://github.com/michaelsrichter/azure.owasp/,1430
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0501,0.0396,52.7014,50.6637,0.4361,0.0012,https://github.com/IBM/vpc-flowlogs-log-analysis/,751
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9717,0.0126,88.9452,61.0642,0.7392,0.0016,https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.3740,0.0539,17.2466,38.4195,0.1102,0.0010,https://github.com/kerollesroshdi/Cima-/,1379
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.4265,0.0425,89.3271,44.9779,0.3520,-0.0007,https://github.com/takoko55/LectureLens/,915
boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,24.7653,0.0578,7.5250,31.8766,0.0489,-0.0004,https://github.com/googleinterns/typescript-flag-upgrade/,800
boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4243,0.0120,88.9246,62.0207,0.7634,-0.0011,https://github.com/solenya-group/solenya/,969
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5839,0.0132,89.3665,60.0060,0.5918,-0.0026,https://github.com/23fa-cpsc490/canyough/,1221
boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2326,0.0123,89.7522,58.2710,0.5617,0.0032,https://github.com/Resurgence-VM-Development/Resurgence/,981
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6262,0.0208,89.1919,57.2941,0.5270,0.0007,https://github.com/thangchung/practical-dapr/,808
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.7634,0.0129,89.4519,59.7557,0.6627,-0.0006,https://github.com/YashwantChauhan/SDL/,1039
icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,,,,,,,,,,https://github.com/hrchlhck/k8s-bigdata/,1263
boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9991,0.0126,89.7973,57.0618,0.5729,-0.0029,https://github.com/XenitAB/git-auth-proxy/,1006
boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4833,0.0168,88.6214,55.1693,0.4579,0.0007,https://github.com/ut-ims-robotics/robotont/,1034
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",,,,NA,NA,NA,NA,NA,NA,https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9562,0.0565,12.5694,37.3527,0.0718,-0.0004,https://github.com/jzyong/GameServer4g/,1046
boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,,,,NA,NA,NA,NA,NA,NA,https://github.com/argrecsys/argael/,1443
icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7153,0.0164,88.3675,57.8982,0.5627,-0.0007,https://github.com/terrenjpeterson/javawatch/,875
icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2429,0.0137,88.6158,62.5389,0.7864,0.0011,https://github.com/Crazy0416/KnowledgeGraph/,891
UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",,,,NA,NA,NA,NA,NA,NA,https://github.com/Taymindis/fcgi-function/,1004
icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4007,0.0170,89.5938,57.7987,0.5951,0.0048,https://github.com/McOrts/taller-iot-sensor_radiactividad/,821
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7293,0.0146,89.5732,63.0943,0.7823,-0.0006,https://github.com/UBC-CIC/Student-Connect-App/,1061
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8734,0.0128,89.3159,61.4009,0.7078,-0.0003,https://github.com/xydo1990/mlops_zoomcamp_homework/,1099
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5228,0.0119,89.0917,60.0705,0.6547,0.0041,https://github.com/UnoSD/UnoCash/,1355
icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8165,0.0182,88.5692,59.3050,0.6973,0.0010,https://github.com/david3107/squatm3gator/,1318
boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0001,0.0158,89.8462,56.9128,0.6127,0.0018,https://github.com/iceland2k14/Kangrand/,1224
boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.1067,0.0140,89.1273,58.3322,0.6593,-0.0038,https://github.com/SV-97/HumanResourceMachine/,985
boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.6089,0.0117,89.9422,64.9271,0.8034,0.0031,https://github.com/caraml-dev/turing/,1004
icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,40.6251,0.0093,89.7293,60.6381,0.7226,0.0010,https://github.com/doitintl/banias/,823
"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4110,0.0135,89.7366,59.4329,0.5753,0.0111,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037
boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.8937,0.0160,88.8876,57.1901,0.4548,0.0010,https://github.com/gabrielfarah/OpenHub/,1024
boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6557,0.0131,89.8104,61.9034,0.7360,0.0006,https://github.com/ElPapi42/deep-deblurring/,761
icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7927,0.0129,89.0665,62.1887,0.7305,0.0005,https://github.com/jkahn117/aws-news/,965
boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.9833,0.0355,89.5045,54.9390,0.5293,-0.0001,https://github.com/meshery/meshery/,1162
UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.5745,0.0105,89.8650,61.8824,0.7455,0.0035,https://github.com/duanfuxiang0/MysqlMigrationTool/,925
boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.4044,0.0537,20.0701,40.5161,0.0944,-0.0002,https://github.com/Connor1996/Pokemon/,1096
UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4009,0.0151,86.9659,56.3516,0.4614,-0.0053,https://github.com/awslabs/benchmark-ai/,1321
icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.9289,0.0142,89.3730,56.9501,0.5997,0.0015,https://github.com/gaiax/fLibra/,972
boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",,,,NA,NA,NA,NA,NA,NA,https://github.com/oracle-quickstart/oci-confluent/,887
icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.7680,0.0129,89.3040,57.0826,0.5747,0.0013,https://github.com/jlhood/retweet-leaderboard/,1088
boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7976,0.0145,88.6354,56.8254,0.4830,-0.0001,https://github.com/bluekiri/mlab/,1501
boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.1073,0.0312,89.8003,60.2092,0.5591,0.0017,https://github.com/mcuking/offline-package-webpack-plugin/,701
boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1390,0.0156,89.8566,59.5424,0.7211,0.0001,https://github.com/codestates/BEB-05-LeeSea/,1151
icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4024,0.0120,89.6043,61.9253,0.7168,-0.0010,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954
icons_and_arrows,publish-subscribe,part,dynamic,KMuthumala_ESP32-BLE-Beaconing,y,"hardware_components, clients, sub-systems",connectivity,bi,communication,n,y,n,high,n,n,iot,flexibility,KMuthumala/ESP32-BLE-Beaconing,icons,mqtt,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4859,0.0134,89.6772,58.0529,0.6057,-0.0030,https://github.com/KMuthumala/ESP32-BLE-Beaconing/,1022
boxes_and_arrows,NA,entire,static,DecenterApps_ResistanceProtocol,y,"packages, layers",general,uni,dependencies,n,y,n,medium,n,y,"Even if different colours are used, they have little to no semantic meaning (e.g., ofte they depict just all elements belonging to the same layer, which is already represented by grouping elements of the same layer in a box)",maintainability,DecenterApps/ResistanceProtocol,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9890,0.0126,88.6593,61.8646,0.5782,-0.0001,https://github.com/DecenterApps/ResistanceProtocol/,1077
boxes_and_arrows,layered,entire,"static, dynamic",llvm_torch-mlir,n,"technologies, layers",general,uni,communication,n,y,n,medium,n,y,,maintainability,llvm/torch-mlir,rectangles,"pytorch, mlir",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0389,0.0141,87.7579,62.2375,0.7343,0.0008,https://github.com/llvm/torch-mlir/,1396
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,lowtalkers_escape-reality,y,"servers, DBs, technologies",data_flow,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,lowtalkers/escape-reality,"rectangles, cylinders, icons","aws, a-frame, react, nodejs, digitalocean, redis, mariadb",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4332,0.0120,89.4529,58.6755,0.6910,0.0026,https://github.com/lowtalkers/escape-reality/,665
boxes,"layered, map-reduce",entire+,static,whtngus_whtngus.github.io,y,"layers, technologies, DBs",deployment,bi,communication,n,y,n,high,n,y,,"maintainability, flexibility",whtngus/whtngus.github.io,"rectangles, cylinders","apache, java",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4252,0.0169,89.2705,55.2543,0.4736,-0.0075,https://github.com/whtngus/whtngus.github.io/,182
icons_and_arrows,client-server,entire,dynamic,IBM_customer-sentiment-on-seller-quality-nlu-cp4d,y,technologies,control_flow,bi,control_flow,n,y,n,high,n,y,,"functional_suitability, maintainability",IBM/customer-sentiment-on-seller-quality-nlu-cp4d,"rectangles, icons","watson, jupyter, cognos",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.9105,0.0113,89.9284,64.8415,0.8024,0.0002,https://github.com/IBM/customer-sentiment-on-seller-quality-nlu-cp4d/,696
boxes_and_arrows,client-server,entire,static,cap-ntu_Video-to-Retail-Platform,n,"sub-systems, servers, clients",general,uni,NA,n,y,n,high,n,n,"Connections, even if bidirectional, are shown as two unidirectional",maintainability,cap-ntu/Video-to-Retail-Platform,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1523,0.0124,88.1180,58.8796,0.6605,-0.0013,https://github.com/cap-ntu/Video-to-Retail-Platform/,1132
