Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count,zeroShot_deepseek_LLM_Clarity_Rating,zeroShot_deepseek_LLM_Completeness_Rating,zeroShot_deepseek_LLM_Consistency_Rating,zeroShot_deepseek_PSNR,zeroShot_deepseek_RMSE,zeroShot_deepseek_SAM,zeroShot_deepseek_SRE,zeroShot_deepseek_SSIM,zeroShot_deepseek_UIQ
boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",https://github.com/mebaysan/Modern-Data-Architecture/,862,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0738,0.0157,0.0000,56.7807,0.4845,
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,https://github.com/anjuchamantha/EMonitor/,1163,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,39.4102,0.0107,0.0000,60.1183,0.6739,
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",https://github.com/zwt-sdk/zwt/,1062,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.1432,0.0277,0.0000,51.4692,0.4438,
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,https://github.com/YW-Ma/Algorithms-Visualizer/,1423,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4077,0.0120,0.0000,64.8091,0.8058,
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8631,0.0128,0.0000,60.0478,0.6870,
boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2265,0.0154,0.0000,57.7205,0.5657,
boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",https://github.com/matrix-io/matrix-malos-zwave/,1232,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.0671,0.0273,0.0000,50.3615,0.3695,
boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,https://github.com/nikmis/xentrace-analysis/,1088,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9734,0.0178,0.0000,55.9220,0.5411,
boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",https://github.com/AmnisIO/AmnisIO/,907,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.1809,0.0138,0.0000,61.1192,0.7435,
boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",https://github.com/bianjieai/tibc/,1031,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6660,0.0165,0.0000,55.6201,0.5139,
boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,https://github.com/sugarlabs/musicblocks-v4-lib/,871,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.1091,0.0139,0.0000,62.0052,0.7864,
boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",https://github.com/leopardslab/gocloud/,1468,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2320,0.0547,0.0000,58.3069,0.0361,
"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,https://github.com/aws-solutions/automated-security-response-on-aws/,1287,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8496,0.0143,0.0000,61.4822,0.6232,
boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,https://github.com/codahale/sneaker/,806,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2725,0.0545,0.0000,38.2852,0.0932,
"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",https://github.com/emreturgutce/stock-management/,757,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8464,0.0128,0.0000,62.9420,0.7797,
boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,https://github.com/chirgjin/track-my-events/,1106,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,41.9188,0.0081,0.0000,63.8430,0.8052,
boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",https://github.com/jun108059/Elasticsearch-SpringBoot/,924,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7336,0.0163,0.0000,58.4833,0.6072,
boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",https://github.com/onprem/foundry/,1085,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3568,0.0121,0.0000,60.4160,0.7180,
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,https://github.com/philipplackner/IvyWallet-PL_Version/,1368,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,28.1177,0.0393,0.0000,54.9464,0.3294,
boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,https://github.com/michaelsrichter/azure.owasp/,1430,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2601,0.0170,0.0000,56.6226,0.5704,
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",https://github.com/IBM/vpc-flowlogs-log-analysis/,751,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0666,0.0395,0.0000,50.6701,0.4363,
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.1421,0.0553,0.0000,54.5889,0.0071,
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,https://github.com/kerollesroshdi/Cima-/,1379,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2120,0.0549,0.0000,38.3473,0.1054,
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,https://github.com/takoko55/LectureLens/,915,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4447,0.0424,0.0000,44.9830,0.3551,
boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,https://github.com/googleinterns/typescript-flag-upgrade/,800,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,24.7074,0.0581,0.0000,31.8552,0.0609,
boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,https://github.com/solenya-group/solenya/,969,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3081,0.0121,0.0000,61.9627,0.7288,
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,https://github.com/23fa-cpsc490/canyough/,1221,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5705,0.0148,0.0000,59.4979,0.5298,
boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,https://github.com/Resurgence-VM-Development/Resurgence/,981,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4361,0.0134,0.0000,57.8563,0.5292,
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",https://github.com/thangchung/practical-dapr/,808,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4913,0.0209,0.0000,57.2495,0.5310,
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,https://github.com/YashwantChauhan/SDL/,1039,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.9961,0.0125,0.0000,59.8807,0.6779,
icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,https://github.com/hrchlhck/k8s-bigdata/,1263,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,30.3245,0.0304,0.0000,52.4348,0.3889,
boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",https://github.com/XenitAB/git-auth-proxy/,1006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.6618,0.0584,0.0000,50.3670,0.0056,
boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,https://github.com/ut-ims-robotics/robotont/,1034,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.4607,0.0168,0.0000,55.1792,0.4650,
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3849,0.0152,0.0000,57.2555,0.5805,
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,https://github.com/jzyong/GameServer4g/,1046,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8883,0.0569,0.0000,37.3323,0.0738,
boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,https://github.com/argrecsys/argael/,1443,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.8301,0.0406,0.0000,54.0537,0.4022,
icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",https://github.com/terrenjpeterson/javawatch/,875,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9164,0.0160,0.0000,57.9998,0.6035,
icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",https://github.com/Crazy0416/KnowledgeGraph/,891,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5292,0.0133,0.0000,62.6837,0.7954,
UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",https://github.com/Taymindis/fcgi-function/,1004,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8124,0.0512,0.0000,37.7765,0.2055,
icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",https://github.com/McOrts/taller-iot-sensor_radiactividad/,821,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3346,0.0171,0.0000,57.7660,0.5753,
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",https://github.com/UBC-CIC/Student-Connect-App/,1061,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6905,0.0146,0.0000,63.0741,0.7840,
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",https://github.com/xydo1990/mlops_zoomcamp_homework/,1099,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.9012,0.0127,0.0000,61.4146,0.6821,
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",https://github.com/UnoSD/UnoCash/,1355,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9008,0.0113,0.0000,60.2638,0.7242,
icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",https://github.com/david3107/squatm3gator/,1318,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3304,0.0171,0.0000,59.5693,0.6907,
boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,https://github.com/iceland2k14/Kangrand/,1224,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0312,0.0156,0.0000,56.9265,0.5759,
boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,https://github.com/SV-97/HumanResourceMachine/,985,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.9621,0.0126,0.0000,58.7190,0.6523,
boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,https://github.com/caraml-dev/turing/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7325,0.0115,0.0000,65.0022,0.8024,
icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",https://github.com/doitintl/banias/,823,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.4627,0.0095,0.0000,60.5520,0.7386,
"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4614,0.0134,0.0000,59.4586,0.5682,
boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",https://github.com/gabrielfarah/OpenHub/,1024,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.7614,0.0143,0.0000,57.5822,0.4498,
boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,https://github.com/ElPapi42/deep-deblurring/,761,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7275,0.0129,0.0000,61.9927,0.7340,
icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,https://github.com/jkahn117/aws-news/,965,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7110,0.0130,0.0000,62.1447,0.7082,
boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",https://github.com/meshery/meshery/,1162,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.9719,0.0358,0.0000,54.9028,0.5281,
UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,https://github.com/duanfuxiang0/MysqlMigrationTool/,925,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.9621,0.0100,0.0000,62.0773,0.7442,
boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,https://github.com/Connor1996/Pokemon/,1096,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,30.5660,0.0296,0.0000,43.1114,0.5782,
UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,https://github.com/awslabs/benchmark-ai/,1321,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6015,0.0148,0.0000,56.4519,0.5350,
icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",https://github.com/gaiax/fLibra/,972,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7989,0.0144,0.0000,56.8835,0.5533,
boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",https://github.com/oracle-quickstart/oci-confluent/,887,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.5561,0.0204,0.0000,58.3806,0.5857,
icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",https://github.com/jlhood/retweet-leaderboard/,1088,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.5858,0.0132,0.0000,56.9917,0.5981,
boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,https://github.com/bluekiri/mlab/,1501,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5222,0.0133,0.0000,57.1873,0.4998,
boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,https://github.com/mcuking/offline-package-webpack-plugin/,701,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.0425,0.0264,0.0000,60.5442,0.5853,
boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,https://github.com/codestates/BEB-05-LeeSea/,1151,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.0867,0.0136,0.0000,60.3264,0.7635,
icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1055,0.0124,0.0000,61.7675,0.6866,
icons_and_arrows,publish-subscribe,part,dynamic,KMuthumala_ESP32-BLE-Beaconing,y,"hardware_components, clients, sub-systems",connectivity,bi,communication,n,y,n,high,n,n,iot,flexibility,KMuthumala/ESP32-BLE-Beaconing,icons,mqtt,https://github.com/KMuthumala/ESP32-BLE-Beaconing/,1022,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4744,0.0150,0.0000,57.5379,0.4808,
boxes_and_arrows,NA,entire,static,DecenterApps_ResistanceProtocol,y,"packages, layers",general,uni,dependencies,n,y,n,medium,n,y,"Even if different colours are used, they have little to no semantic meaning (e.g., ofte they depict just all elements belonging to the same layer, which is already represented by grouping elements of the same layer in a box)",maintainability,DecenterApps/ResistanceProtocol,rectangles,NA,https://github.com/DecenterApps/ResistanceProtocol/,1077,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2276,0.0123,0.0000,61.9760,0.5774,
boxes_and_arrows,layered,entire,"static, dynamic",llvm_torch-mlir,n,"technologies, layers",general,uni,communication,n,y,n,medium,n,y,,maintainability,llvm/torch-mlir,rectangles,"pytorch, mlir",https://github.com/llvm/torch-mlir/,1396,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.2212,0.0138,0.0000,62.3256,0.7302,
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,lowtalkers_escape-reality,y,"servers, DBs, technologies",data_flow,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,lowtalkers/escape-reality,"rectangles, cylinders, icons","aws, a-frame, react, nodejs, digitalocean, redis, mariadb",https://github.com/lowtalkers/escape-reality/,665,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5967,0.0117,0.0000,58.7683,0.6695,
boxes,"layered, map-reduce",entire+,static,whtngus_whtngus.github.io,y,"layers, technologies, DBs",deployment,bi,communication,n,y,n,high,n,y,,"maintainability, flexibility",whtngus/whtngus.github.io,"rectangles, cylinders","apache, java",https://github.com/whtngus/whtngus.github.io/,182,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6175,0.0147,0.0000,55.8155,0.5849,
