Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,fewShot_gpt_LLM_Clarity_Rating,fewShot_gpt_LLM_Completeness_Rating,fewShot_gpt_LLM_Consistency_Rating,fewShot_gpt_PSNR,fewShot_gpt_RMSE,fewShot_gpt_SAM,fewShot_gpt_SRE,fewShot_gpt_SSIM,fewShot_gpt_UIQ,repo_url,summary_token_count
icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9801,0.0142,89.7061,59.2580,0.6405,0.0006,https://github.com/today-real-estate/today-real-estate_front-end/,934
boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3813,0.0152,89.5839,56.9366,0.5906,0.0007,https://github.com/mebaysan/Modern-Data-Architecture/,862
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2881,0.0137,89.5378,59.0501,0.5982,-0.0054,https://github.com/anjuchamantha/EMonitor/,1163
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.3254,0.0271,82.9016,51.5570,0.4215,-0.0100,https://github.com/zwt-sdk/zwt/,1062
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3195,0.0121,88.3438,64.7520,0.8054,0.0006,https://github.com/YW-Ma/Algorithms-Visualizer/,1423
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9255,0.0142,89.2950,59.5818,0.6589,-0.0044,https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158
boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9783,0.0159,89.5587,57.5946,0.5035,0.0017,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439
boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.0674,0.0280,89.7325,50.3410,0.3802,0.0037,https://github.com/matrix-io/matrix-malos-zwave/,1232
boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/nikmis/xentrace-analysis/,1088
boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9952,0.0141,87.6875,61.0416,0.7449,0.0009,https://github.com/AmnisIO/AmnisIO/,907
boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1423,0.0156,85.6318,55.8583,0.5569,0.0029,https://github.com/bianjieai/tibc/,1031
boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.3166,0.0153,89.2610,61.6049,0.7402,0.0017,https://github.com/sugarlabs/musicblocks-v4-lib/,871
boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3691,0.0191,89.6800,62.9903,0.7663,0.0098,https://github.com/leopardslab/gocloud/,1468
"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,,,,NA,NA,NA,NA,NA,NA,https://github.com/aws-solutions/automated-security-response-on-aws/,1287
boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,Partially Meets Expectations,Meets Expectations,Partially Meets Expectations,25.3616,0.0539,20.0017,38.3229,0.1025,0.0023,https://github.com/codahale/sneaker/,806
"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1091,0.0124,89.8429,63.0770,0.7689,-0.0015,https://github.com/emreturgutce/stock-management/,757
boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,41.2156,0.0087,89.9074,63.4846,0.8336,-0.0002,https://github.com/chirgjin/track-my-events/,1106
boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.5265,0.0167,89.3349,58.3816,0.5779,0.0016,https://github.com/jun108059/Elasticsearch-SpringBoot/,924
boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3254,0.0121,89.6391,60.3965,0.7316,0.0027,https://github.com/onprem/foundry/,1085
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA,https://github.com/philipplackner/IvyWallet-PL_Version/,1368
boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0876,0.0176,89.8827,56.4839,0.5859,0.0010,https://github.com/michaelsrichter/azure.owasp/,1430
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7409,0.0410,52.6300,50.5092,0.3585,-0.0005,https://github.com/IBM/vpc-flowlogs-log-analysis/,751
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6948,0.0130,88.9168,60.9300,0.6831,-0.0005,https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.2398,0.0547,17.2552,38.3521,0.1102,-0.0014,https://github.com/kerollesroshdi/Cima-/,1379
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5178,0.0421,89.3100,45.0240,0.3430,0.0022,https://github.com/takoko55/LectureLens/,915
boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.8491,0.0572,7.5300,31.9202,0.0540,-0.0002,https://github.com/googleinterns/typescript-flag-upgrade/,800
boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6044,0.0132,88.9057,61.6173,0.7683,-0.0021,https://github.com/solenya-group/solenya/,969
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6143,0.0148,89.3165,59.5186,0.5248,-0.0061,https://github.com/23fa-cpsc490/canyough/,1221
boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6456,0.0131,89.7334,57.9729,0.5430,-0.0024,https://github.com/Resurgence-VM-Development/Resurgence/,981
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.6021,0.0209,89.1886,57.2742,0.5598,0.0018,https://github.com/thangchung/practical-dapr/,808
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5292,0.0133,89.4327,59.6240,0.6798,0.0002,https://github.com/YashwantChauhan/SDL/,1039
icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/hrchlhck/k8s-bigdata/,1263
boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4079,0.0120,89.7834,57.2867,0.6576,0.0008,https://github.com/XenitAB/git-auth-proxy/,1006
boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.1516,0.0175,88.5908,54.9823,0.4292,0.0051,https://github.com/ut-ims-robotics/robotont/,1034
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0967,0.0157,87.4716,57.1088,0.5930,0.0060,https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,24.9916,0.0563,12.5650,37.3706,0.0789,0.0008,https://github.com/jzyong/GameServer4g/,1046
boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7640,0.0409,50.3621,54.0140,0.3799,0.0003,https://github.com/argrecsys/argael/,1443
icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.4736,0.0168,88.3358,57.8046,0.6290,0.0017,https://github.com/terrenjpeterson/javawatch/,875
icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0256,0.0141,88.5803,62.4308,0.7949,0.0012,https://github.com/Crazy0416/KnowledgeGraph/,891
UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.7186,0.0518,88.6793,37.7345,0.2094,0.0003,https://github.com/Taymindis/fcgi-function/,1004
icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.5207,0.0167,89.7228,57.8609,0.6439,-0.0022,https://github.com/McOrts/taller-iot-sensor_radiactividad/,821
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.5778,0.0148,89.5357,63.0169,0.7774,0.0001,https://github.com/UBC-CIC/Student-Connect-App/,1061
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.5467,0.0133,89.2950,61.2423,0.7478,0.0000,https://github.com/xydo1990/mlops_zoomcamp_homework/,1099
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.7739,0.0115,89.0997,60.1963,0.7132,-0.0012,https://github.com/UnoSD/UnoCash/,1355
icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4386,0.0169,88.6007,59.6260,0.7108,0.0006,https://github.com/david3107/squatm3gator/,1318
boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6585,0.0165,89.8323,56.7121,0.5450,-0.0022,https://github.com/iceland2k14/Kangrand/,1224
boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.7467,0.0145,89.0729,58.1114,0.5820,0.0024,https://github.com/SV-97/HumanResourceMachine/,985
boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1847,0.0123,89.9054,64.7043,0.7865,0.0016,https://github.com/caraml-dev/turing/,1004
icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.6138,0.0105,89.7250,60.1239,0.7544,-0.0009,https://github.com/doitintl/banias/,823
"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7394,0.0130,89.7318,59.5969,0.6573,0.0001,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037
boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",,,,NA,NA,NA,NA,NA,NA,https://github.com/gabrielfarah/OpenHub/,1024
boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2565,0.0137,89.7558,61.7233,0.7141,0.0011,https://github.com/ElPapi42/deep-deblurring/,761
icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1276,0.0156,88.9531,61.3867,0.6812,0.0010,https://github.com/jkahn117/aws-news/,965
boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",,,,NA,NA,NA,NA,NA,NA,https://github.com/meshery/meshery/,1162
UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5580,0.0132,89.8559,60.8912,0.7671,-0.0012,https://github.com/duanfuxiang0/MysqlMigrationTool/,925
boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.3794,0.0538,20.0789,40.5036,0.0945,0.0012,https://github.com/Connor1996/Pokemon/,1096
UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7346,0.0146,86.9683,56.5184,0.5150,0.0030,https://github.com/awslabs/benchmark-ai/,1321
icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8966,0.0143,89.3545,56.9360,0.6189,0.0043,https://github.com/gaiax/fLibra/,972
boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4308,0.0213,89.7573,58.2728,0.5649,-0.0010,https://github.com/oracle-quickstart/oci-confluent/,887
icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.0158,0.0158,89.2368,56.2119,0.5287,0.0010,https://github.com/jlhood/retweet-leaderboard/,1088
boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.3645,0.0135,88.5701,57.1068,0.4930,0.0024,https://github.com/bluekiri/mlab/,1501
boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.1706,0.0310,89.8042,60.8590,0.6146,-0.0004,https://github.com/mcuking/offline-package-webpack-plugin/,701
boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5501,0.0167,89.8129,59.2486,0.6903,0.0002,https://github.com/codestates/BEB-05-LeeSea/,1151
icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3801,0.0135,89.5723,61.4133,0.7132,-0.0014,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954
icons_and_arrows,publish-subscribe,part,dynamic,KMuthumala_ESP32-BLE-Beaconing,y,"hardware_components, clients, sub-systems",connectivity,bi,communication,n,y,n,high,n,n,iot,flexibility,KMuthumala/ESP32-BLE-Beaconing,icons,mqtt,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.5000,0.0133,89.6741,58.0597,0.6256,0.0035,https://github.com/KMuthumala/ESP32-BLE-Beaconing/,1022
boxes_and_arrows,NA,entire,static,DecenterApps_ResistanceProtocol,y,"packages, layers",general,uni,dependencies,n,y,n,medium,n,y,"Even if different colours are used, they have little to no semantic meaning (e.g., ofte they depict just all elements belonging to the same layer, which is already represented by grouping elements of the same layer in a box)",maintainability,DecenterApps/ResistanceProtocol,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6554,0.0131,88.5768,61.6933,0.5701,-0.0007,https://github.com/DecenterApps/ResistanceProtocol/,1077
boxes_and_arrows,layered,entire,"static, dynamic",llvm_torch-mlir,n,"technologies, layers",general,uni,communication,n,y,n,medium,n,y,,maintainability,llvm/torch-mlir,rectangles,"pytorch, mlir",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7344,0.0146,87.7946,62.0851,0.7396,0.0021,https://github.com/llvm/torch-mlir/,1396
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,lowtalkers_escape-reality,y,"servers, DBs, technologies",data_flow,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,lowtalkers/escape-reality,"rectangles, cylinders, icons","aws, a-frame, react, nodejs, digitalocean, redis, mariadb",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.6883,0.0116,89.4382,58.8176,0.7113,0.0002,https://github.com/lowtalkers/escape-reality/,665
