Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count,zero_shot_claude_3.5_sonnet_LLM_Clarity_Rating,zero_shot_claude_3.5_sonnet_LLM_Completeness_Rating,zero_shot_claude_3.5_sonnet_LLM_Consistency_Rating,zero_shot_claude_3.5_sonnet_PSNR,zero_shot_claude_3.5_sonnet_RMSE,zero_shot_claude_3.5_sonnet_SAM,zero_shot_claude_3.5_sonnet_SRE,zero_shot_claude_3.5_sonnet_SSIM,zero_shot_claude_3.5_sonnet_UIQ
"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,https://github.com/apigee/consumer-data-standards-au/,1357,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1226,0.0139,89.7785,58.0882,0.6681,-0.0023
icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",https://github.com/today-real-estate/today-real-estate_front-end/,934,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.9180,0.0127,89.7642,59.7360,0.7399,0.0019
boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",https://github.com/mebaysan/Modern-Data-Architecture/,862,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3969,0.0151,89.6556,56.9439,0.5078,-0.0006
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,https://github.com/anjuchamantha/EMonitor/,1163,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7152,0.0116,89.5995,59.8159,0.7138,0.0002
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",https://github.com/zwt-sdk/zwt/,1062,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.1034,0.0279,82.9168,51.4497,0.4444,-0.0070
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,https://github.com/YW-Ma/Algorithms-Visualizer/,1423,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3446,0.0121,88.3634,64.7647,0.7891,0.0035
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6994,0.0146,88.9839,59.4655,0.6423,0.0015
boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2436,0.0154,89.5807,57.7296,0.5596,0.0019
boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",https://github.com/matrix-io/matrix-malos-zwave/,1232,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.9968,0.0282,89.7805,50.3358,0.4108,0.0021
boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,https://github.com/nikmis/xentrace-analysis/,1088,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8709,0.0180,86.7812,55.8682,0.5365,0.0031
boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",https://github.com/AmnisIO/AmnisIO/,907,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.3654,0.0135,87.7331,61.2424,0.7645,0.0012
boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",https://github.com/bianjieai/tibc/,1031,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6946,0.0164,85.6052,55.6345,0.5099,0.0212
boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,https://github.com/sugarlabs/musicblocks-v4-lib/,871,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.8769,0.0143,89.3081,61.8881,0.7687,-0.0007
boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",https://github.com/leopardslab/gocloud/,1468,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8476,0.0161,89.6918,63.8220,0.7947,0.0015
"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,https://github.com/aws-solutions/automated-security-response-on-aws/,1287,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3935,0.0135,89.0016,61.7734,0.6923,-0.0011
boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,https://github.com/codahale/sneaker/,806,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3769,0.0538,19.9881,38.3306,0.0744,-0.0000
"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",https://github.com/emreturgutce/stock-management/,757,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7814,0.0129,89.8450,62.9136,0.7967,-0.0008
boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,https://github.com/chirgjin/track-my-events/,1106,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,41.0142,0.0089,89.9499,63.3834,0.7813,0.0003
boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",https://github.com/jun108059/Elasticsearch-SpringBoot/,924,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.7947,0.0162,89.3469,58.5113,0.6007,0.0028
boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",https://github.com/onprem/foundry/,1085,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1108,0.0111,89.7288,60.7926,0.7838,-0.0005
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,https://github.com/philipplackner/IvyWallet-PL_Version/,1368,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,https://github.com/michaelsrichter/azure.owasp/,1430,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1894,0.0174,89.9076,56.5758,0.5742,-0.0012
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",https://github.com/IBM/vpc-flowlogs-log-analysis/,751,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.1256,0.0392,52.6960,50.7014,0.4178,-0.0008
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5665,0.0118,88.9589,61.3965,0.7604,0.0012
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,https://github.com/kerollesroshdi/Cima-/,1379,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.3520,0.0540,17.2466,38.4109,0.1271,-0.0006
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,https://github.com/takoko55/LectureLens/,915,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.1223,0.0393,89.3414,45.3050,0.3961,-0.0022
boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,https://github.com/googleinterns/typescript-flag-upgrade/,800,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.6786,0.0584,7.5290,31.8311,0.0516,-0.0002
boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,https://github.com/solenya-group/solenya/,969,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8919,0.0127,88.9234,61.7543,0.7538,-0.0004
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,https://github.com/23fa-cpsc490/canyough/,1221,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3325,0.0136,89.3754,59.8786,0.5932,-0.0018
boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,https://github.com/Resurgence-VM-Development/Resurgence/,981,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1535,0.0124,89.7520,58.2334,0.5672,-0.0022
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",https://github.com/thangchung/practical-dapr/,808,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.3494,0.0215,89.1767,57.1040,0.5251,-0.0122
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,https://github.com/YashwantChauhan/SDL/,1039,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.1906,0.0123,89.4882,59.9812,0.6862,0.0018
icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,https://github.com/hrchlhck/k8s-bigdata/,1263,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",https://github.com/XenitAB/git-auth-proxy/,1006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6672,0.0131,89.7996,56.8908,0.5501,-0.0008
boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,https://github.com/ut-ims-robotics/robotont/,1034,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.6377,0.0165,88.6155,55.2790,0.4824,0.0104
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,https://github.com/jzyong/GameServer4g/,1046,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9320,0.0567,12.5708,37.3407,0.0704,-0.0023
boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,https://github.com/argrecsys/argael/,1443,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7495,0.0410,50.4270,54.0064,0.4059,0.0004
icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",https://github.com/terrenjpeterson/javawatch/,875,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2424,0.0173,88.3402,57.6615,0.5405,0.0010
icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",https://github.com/Crazy0416/KnowledgeGraph/,891,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3804,0.0135,88.6177,62.6080,0.7829,-0.0001
UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",https://github.com/Taymindis/fcgi-function/,1004,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.0571,0.0498,88.6376,37.9000,0.1865,0.0005
icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",https://github.com/McOrts/taller-iot-sensor_radiactividad/,821,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1414,0.0175,89.7074,57.6680,0.5732,-0.0028
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",https://github.com/UBC-CIC/Student-Connect-App/,1061,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5816,0.0148,89.5717,63.0202,0.7575,-0.0005
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",https://github.com/xydo1990/mlops_zoomcamp_homework/,1099,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9134,0.0127,89.3149,61.4209,0.7196,0.0014
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",https://github.com/UnoSD/UnoCash/,1355,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7197,0.0116,89.1242,60.1726,0.6799,-0.0024
icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",https://github.com/david3107/squatm3gator/,1318,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,https://github.com/iceland2k14/Kangrand/,1224,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8578,0.0161,89.8203,56.8288,0.5417,0.0005
boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,https://github.com/SV-97/HumanResourceMachine/,985,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.8821,0.0128,89.1375,58.7032,0.6857,-0.0010
boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,https://github.com/caraml-dev/turing/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8710,0.0128,89.9311,64.5434,0.7649,-0.0014
icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",https://github.com/doitintl/banias/,823,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8979,0.0114,89.7108,59.8428,0.7089,-0.0034
"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1726,0.0138,89.7373,59.3132,0.5733,0.0056
boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",https://github.com/gabrielfarah/OpenHub/,1024,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.6406,0.0147,88.9044,57.5044,0.4512,0.0036
boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,https://github.com/ElPapi42/deep-deblurring/,761,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.9568,0.0142,89.8043,61.5755,0.7024,0.0010
icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,https://github.com/jkahn117/aws-news/,965,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8197,0.0129,89.0691,62.1998,0.7263,0.0009
boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",https://github.com/meshery/meshery/,1162,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,28.9617,0.0356,89.5075,54.9276,0.5421,0.0008
UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,https://github.com/duanfuxiang0/MysqlMigrationTool/,925,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0101,0.0112,89.9173,61.6003,0.7365,-0.0026
boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,https://github.com/Connor1996/Pokemon/,1096,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,25.4697,0.0533,20.0791,40.5487,0.0981,-0.0006
UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,https://github.com/awslabs/benchmark-ai/,1321,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7822,0.0145,86.9805,56.5423,0.5598,0.0084
icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",https://github.com/gaiax/fLibra/,972,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9568,0.0142,89.3782,56.9639,0.5671,0.0005
boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",https://github.com/oracle-quickstart/oci-confluent/,887,,,,NA,NA,NA,NA,NA,NA
icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",https://github.com/jlhood/retweet-leaderboard/,1088,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7135,0.0130,89.3029,57.0561,0.5995,0.0075
boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,https://github.com/bluekiri/mlab/,1501,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4094,0.0135,88.6349,57.1299,0.5341,-0.0028
boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,https://github.com/mcuking/offline-package-webpack-plugin/,701,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.1032,0.0312,89.8098,60.1587,0.5537,0.0015
boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,https://github.com/codestates/BEB-05-LeeSea/,1151,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5680,0.0167,89.8852,59.3554,0.6849,0.0006
icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2887,0.0122,89.5958,61.8591,0.7094,0.0003
icons_and_arrows,publish-subscribe,part,dynamic,KMuthumala_ESP32-BLE-Beaconing,y,"hardware_components, clients, sub-systems",connectivity,bi,communication,n,y,n,high,n,n,iot,flexibility,KMuthumala/ESP32-BLE-Beaconing,icons,mqtt,https://github.com/KMuthumala/ESP32-BLE-Beaconing/,1022,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9557,0.0159,89.5720,57.2724,0.4446,-0.0015
boxes_and_arrows,NA,entire,static,DecenterApps_ResistanceProtocol,y,"packages, layers",general,uni,dependencies,n,y,n,medium,n,y,"Even if different colours are used, they have little to no semantic meaning (e.g., ofte they depict just all elements belonging to the same layer, which is already represented by grouping elements of the same layer in a box)",maintainability,DecenterApps/ResistanceProtocol,rectangles,NA,https://github.com/DecenterApps/ResistanceProtocol/,1077,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4058,0.0135,88.6589,61.5740,0.5609,0.0066
