Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,approach_gpt_LLM_Clarity_Rating,approach_gpt_LLM_Completeness_Rating,approach_gpt_LLM_Consistency_Rating,approach_gpt_PSNR,approach_gpt_RMSE,approach_gpt_SAM,approach_gpt_SRE,approach_gpt_SSIM,approach_gpt_UIQ,repo_url,summary_token_count
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,,,,38.0728,0.0125,88.2551,64.6287,0.8116,,https://github.com/YW-Ma/Algorithms-Visualizer/,1423
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",,,,37.9660,0.0126,89.3445,60.0989,0.6937,,https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158
boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0839,0.0157,89.4965,57.6450,0.5850,,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439
boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.9305,0.0284,89.8207,50.3040,0.4742,,https://github.com/matrix-io/matrix-malos-zwave/,1232
boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8008,0.0182,86.7694,55.8347,0.5769,,https://github.com/nikmis/xentrace-analysis/,1088
boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5716,0.0132,87.7323,61.3301,0.7590,,https://github.com/AmnisIO/AmnisIO/,907
boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6369,0.0147,85.6584,56.1057,0.6367,,https://github.com/bianjieai/tibc/,1031
boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.6813,0.0147,89.2462,61.7899,0.7921,,https://github.com/sugarlabs/musicblocks-v4-lib/,871
boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8936,0.0180,89.6047,63.2633,0.7733,,https://github.com/leopardslab/gocloud/,1468
"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.0721,0.0140,89.0212,61.7775,0.7528,,https://github.com/aws-solutions/automated-security-response-on-aws/,1287
boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.3726,0.0539,19.9044,38.3285,0.0922,,https://github.com/codahale/sneaker/,806
"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.9612,0.0126,89.8681,63.0037,0.8266,,https://github.com/emreturgutce/stock-management/,757
boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,40.7130,0.0092,89.9249,63.2269,0.7960,,https://github.com/chirgjin/track-my-events/,1106
boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.5217,0.0167,89.3339,58.3792,0.6306,,https://github.com/jun108059/Elasticsearch-SpringBoot/,924
boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",,,,37.4727,0.0134,89.6060,59.9684,0.7058,,https://github.com/onprem/foundry/,1085
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/philipplackner/IvyWallet-PL_Version/,1368
boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1295,0.0175,89.8697,56.5530,0.6426,,https://github.com/michaelsrichter/azure.owasp/,1430
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,27.6417,0.0415,52.6985,50.4606,0.4504,,https://github.com/IBM/vpc-flowlogs-log-analysis/,751
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2220,0.0154,88.8125,60.1971,0.7222,,https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2267,0.0548,17.2502,38.3456,0.1180,,https://github.com/kerollesroshdi/Cima-/,1379
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4748,0.0423,89.1620,45.0028,0.3515,,https://github.com/takoko55/LectureLens/,915
boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,24.7544,0.0578,7.5228,31.8689,0.0533,,https://github.com/googleinterns/typescript-flag-upgrade/,800
boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4506,0.0134,88.6838,61.5337,0.7776,,https://github.com/solenya-group/solenya/,969
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2723,0.0122,89.3956,60.3647,0.6479,,https://github.com/23fa-cpsc490/canyough/,1221
boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7986,0.0129,89.6859,58.0393,0.5794,,https://github.com/Resurgence-VM-Development/Resurgence/,981
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.5062,0.0211,88.8877,57.2918,0.6053,,https://github.com/thangchung/practical-dapr/,808
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6595,0.0131,88.6857,59.7494,0.7714,,https://github.com/YashwantChauhan/SDL/,1039
icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/hrchlhck/k8s-bigdata/,1263
boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8062,0.0129,89.6430,56.9706,0.6669,,https://github.com/XenitAB/git-auth-proxy/,1006
boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.7954,0.0162,88.6383,55.4076,0.5532,,https://github.com/ut-ims-robotics/robotont/,1034
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5055,0.0188,87.2856,56.3386,0.5734,,https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9071,0.0568,12.5505,37.3285,0.0760,,https://github.com/jzyong/GameServer4g/,1046
boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6941,0.0412,50.3953,53.9792,0.4389,,https://github.com/argrecsys/argael/,1443
icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.2633,0.0173,88.3705,57.6899,0.6491,,https://github.com/terrenjpeterson/javawatch/,875
icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9717,0.0142,88.6348,62.4013,0.8673,,https://github.com/Crazy0416/KnowledgeGraph/,891
UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8299,0.0511,88.5452,37.7979,0.2197,,https://github.com/Taymindis/fcgi-function/,1004
icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.2053,0.0174,89.7466,57.7214,0.6935,,https://github.com/McOrts/taller-iot-sensor_radiactividad/,821
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8892,0.0161,89.5859,62.6710,0.8298,,https://github.com/UBC-CIC/Student-Connect-App/,1061
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.7393,0.0130,89.3119,61.3505,0.7698,,https://github.com/xydo1990/mlops_zoomcamp_homework/,1099
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.6480,0.0117,89.1384,60.1419,0.8001,,https://github.com/UnoSD/UnoCash/,1355
icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,34.7704,0.0183,87.4604,59.2993,0.7734,,https://github.com/david3107/squatm3gator/,1318
boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8724,0.0161,89.7750,56.8443,0.6099,,https://github.com/iceland2k14/Kangrand/,1224
boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5743,0.0118,89.0729,59.0252,0.7214,,https://github.com/SV-97/HumanResourceMachine/,985
boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1062,0.0124,89.8555,64.6643,0.7961,,https://github.com/caraml-dev/turing/,1004
icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,42.3470,0.0076,89.7620,61.6915,0.8451,,https://github.com/doitintl/banias/,823
"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3834,0.0135,89.5157,59.4260,0.6904,,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037
boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0176,0.0177,88.8568,56.7017,0.4580,,https://github.com/gabrielfarah/OpenHub/,1024
boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,,,,36.1007,0.0157,89.6909,61.0972,0.7021,,https://github.com/ElPapi42/deep-deblurring/,761
icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.6146,0.0148,89.0693,61.6288,0.7386,,https://github.com/jkahn117/aws-news/,965
boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",,,,29.0282,0.0354,89.3886,54.9539,0.5583,,https://github.com/meshery/meshery/,1162
UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.7831,0.0091,89.9474,62.4866,0.7965,,https://github.com/duanfuxiang0/MysqlMigrationTool/,925
boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.5762,0.0526,20.0419,40.6021,0.0908,,https://github.com/Connor1996/Pokemon/,1096
UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1050,0.0157,86.6674,56.2257,0.5824,,https://github.com/awslabs/benchmark-ai/,1321
icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8701,0.0143,89.3862,56.9524,0.6893,,https://github.com/gaiax/fLibra/,972
boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.8487,0.0203,88.8773,58.5092,0.6139,,https://github.com/oracle-quickstart/oci-confluent/,887
icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.8156,0.0144,89.3156,56.6416,0.6859,,https://github.com/jlhood/retweet-leaderboard/,1088
boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,,,,37.2895,0.0137,88.6724,57.0719,0.5348,,https://github.com/bluekiri/mlab/,1501
boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.4727,0.0299,89.5188,59.5626,0.5877,,https://github.com/mcuking/offline-package-webpack-plugin/,701
boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4169,0.0169,89.7198,59.2095,0.7294,,https://github.com/codestates/BEB-05-LeeSea/,1151
icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.1084,0.0140,89.6151,61.5201,0.7708,,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954
icons_and_arrows,publish-subscribe,part,dynamic,KMuthumala_ESP32-BLE-Beaconing,y,"hardware_components, clients, sub-systems",connectivity,bi,communication,n,y,n,high,n,n,iot,flexibility,KMuthumala/ESP32-BLE-Beaconing,icons,mqtt,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.2018,0.0123,88.9029,58.4273,0.7457,,https://github.com/KMuthumala/ESP32-BLE-Beaconing/,1022
boxes_and_arrows,NA,entire,static,DecenterApps_ResistanceProtocol,y,"packages, layers",general,uni,dependencies,n,y,n,medium,n,y,"Even if different colours are used, they have little to no semantic meaning (e.g., ofte they depict just all elements belonging to the same layer, which is already represented by grouping elements of the same layer in a box)",maintainability,DecenterApps/ResistanceProtocol,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0776,0.0157,88.5050,60.9204,0.5665,,https://github.com/DecenterApps/ResistanceProtocol/,1077
boxes_and_arrows,layered,entire,"static, dynamic",llvm_torch-mlir,n,"technologies, layers",general,uni,communication,n,y,n,medium,n,y,,maintainability,llvm/torch-mlir,rectangles,"pytorch, mlir",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9035,0.0143,87.7607,62.1696,0.7540,,https://github.com/llvm/torch-mlir/,1396
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,lowtalkers_escape-reality,y,"servers, DBs, technologies",data_flow,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,lowtalkers/escape-reality,"rectangles, cylinders, icons","aws, a-frame, react, nodejs, digitalocean, redis, mariadb",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1486,0.0124,89.4744,58.5491,0.7990,,https://github.com/lowtalkers/escape-reality/,665
boxes,"layered, map-reduce",entire+,static,whtngus_whtngus.github.io,y,"layers, technologies, DBs",deployment,bi,communication,n,y,n,high,n,y,,"maintainability, flexibility",whtngus/whtngus.github.io,"rectangles, cylinders","apache, java",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2035,0.0155,88.8431,55.6027,0.6502,,https://github.com/whtngus/whtngus.github.io/,182
icons_and_arrows,client-server,entire,dynamic,IBM_customer-sentiment-on-seller-quality-nlu-cp4d,y,technologies,control_flow,bi,control_flow,n,y,n,high,n,y,,"functional_suitability, maintainability",IBM/customer-sentiment-on-seller-quality-nlu-cp4d,"rectangles, icons","watson, jupyter, cognos",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.4836,0.0095,89.9748,65.7045,0.8847,,https://github.com/IBM/customer-sentiment-on-seller-quality-nlu-cp4d/,696
boxes_and_arrows,client-server,entire,static,cap-ntu_Video-to-Retail-Platform,n,"sub-systems, servers, clients",general,uni,NA,n,y,n,high,n,n,"Connections, even if bidirectional, are shown as two unidirectional",maintainability,cap-ntu/Video-to-Retail-Platform,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4946,0.0150,87.9084,58.0679,0.7369,,https://github.com/cap-ntu/Video-to-Retail-Platform/,1132
icons_and_arrows,NA,entire+,dynamic,zoolhelmy_ESP8266-Weather-Station,y,"hardware_components, network_components, clients",deployment,uni,data_flow,n,y,n,high,n,n,IoT,"functional_suitability, maintainability",zoolhelmy/ESP8266-Weather-Station,icons,"github, matlab, mqtt",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.4888,0.0134,88.8136,58.3079,0.7653,,https://github.com/zoolhelmy/ESP8266-Weather-Station/,943
icons_and_arrows,client-server,part,dynamic,gray-panda_grayrepo,n,sub-systems,security,uni,data_flow,text,y,n,high,n,y,manual sketch,security,gray-panda/grayrepo,"circles, icons",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6718,0.0185,89.8749,60.7547,0.7888,,https://github.com/gray-panda/grayrepo/,1252
