Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,fewShot_claude_LLM_Clarity_Rating,fewShot_claude_LLM_Completeness_Rating,fewShot_claude_LLM_Consistency_Rating,fewShot_claude_PSNR,fewShot_claude_RMSE,fewShot_claude_SAM,fewShot_claude_SRE,fewShot_claude_SSIM,fewShot_claude_UIQ,repo_url,summary_token_count
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.5523,0.0105,89.5946,60.1888,0.6875,0.0028,https://github.com/anjuchamantha/EMonitor/,1163
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.1632,0.0277,82.8790,51.4780,0.4536,0.0024,https://github.com/zwt-sdk/zwt/,1062
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0053,0.0112,88.3588,65.0950,0.8422,-0.0018,https://github.com/YW-Ma/Algorithms-Visualizer/,1423
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5173,0.0168,89.3586,59.0484,0.6550,0.0027,https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158
boxes_and_arrows,pipes-and-filters,entire,"static, dynamic",Scientific-Computing-Lab-NRCN_compar,y,"classes, DBs",control_flow,"uni, bi",data_flow,parameters,y,n,low,n,n,,maintainability,Scientific-Computing-Lab-NRCN/compar,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9346,0.0142,89.5765,58.0829,0.5943,-0.0021,https://github.com/Scientific-Computing-Lab-NRCN/compar/,1439
boxes,layered,entire,static,matrix-io_matrix-malos-zwave,y,"technologies, APIs, clients",general,NA,NA,URLs,n,n,medium,n,y,,maintainability,matrix-io/matrix-malos-zwave,rectangles,"python, zmq, javascript, sigma_designs",,,,NA,NA,NA,NA,NA,NA,https://github.com/matrix-io/matrix-malos-zwave/,1232
boxes_and_arrows,event-driven,part,"static, dynamic",nikmis_xentrace-analysis,y,"steps, DBs, hardware_components, sub-systems","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,"maintainability, flexibility",nikmis/xentrace-analysis,"rectangles, cylinders",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6337,0.0185,86.7764,55.7489,0.5309,-0.0001,https://github.com/nikmis/xentrace-analysis/,1088
boxes_and_arrows,NA,entire,static,AmnisIO_AmnisIO,y,"clients, technologies",general,uni,dependencies,n,y,y,high,n,y,,maintainability,AmnisIO/AmnisIO,rectangles,"typescript, c, pio",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0606,0.0140,87.6842,61.0951,0.7591,-0.0015,https://github.com/AmnisIO/AmnisIO/,907
boxes,layered,entire,static,bianjieai_tibc,n,"layers, technologies, functions, DBs",general,NA,NA,n,n,n,medium,n,y,blockchain,"maintainability, security",bianjieai/tibc,rectangles,"ethereum, bsc, cosmos, iris, bsn",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9718,0.0178,85.4577,55.2970,0.4696,0.0012,https://github.com/bianjieai/tibc/,1031
boxes_and_arrows,NA,part,static,sugarlabs_musicblocks-v4-lib,y,"packages, classes",general,uni,"function_calls, dependencies",n,y,n,low,n,n,,maintainability,sugarlabs/musicblocks-v4-lib,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.3338,0.0136,89.3395,62.1224,0.7851,-0.0026,https://github.com/sugarlabs/musicblocks-v4-lib/,871
boxes_and_arrows,SOA,entire+,static,leopardslab_gocloud,y,"technologies, services","deployment, connectivity","uni, bi",communication,n,y,n,high,n,y,,"maintainability, performance_efficiency",leopardslab/gocloud,"rectangles, squares","aws, google, openstack, azure, ali_cloud",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.3087,0.0172,89.6550,63.4998,0.7832,-0.0095,https://github.com/leopardslab/gocloud/,1468
"boxes, icons_and_arrows",event-driven,part,dynamic,aws-solutions_automated-security-response-on-aws,y,"technologies, DBs, services, functions","security, control_flow, deployment",uni,control_flow,n,y,n,medium,n,y,,security,aws-solutions/automated-security-response-on-aws,"rectangles, squares, icons",aws,,,,NA,NA,NA,NA,NA,NA,https://github.com/aws-solutions/automated-security-response-on-aws/,1287
boxes_and_arrows,SOA,entire,dynamic,codahale_sneaker,n,"servers, technologies","security, deployment",uni,control_flow,n,y,n,high,n,n,,"security, functional_suitability, maintainability",codahale/sneaker,"rectangles, diamonds",aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2636,0.0546,19.9904,38.2739,0.0924,-0.0016,https://github.com/codahale/sneaker/,806
"boxes, icons_and_arrows",client-server,entire,static,emreturgutce_stock-management,y,"DBs, technologies, servers",deployment,"uni, bi","communication, data_flow",URLs,y,n,high,n,y,,maintainability,emreturgutce/stock-management,"rectangles, squares, icons","aws, postgresql, nodejs, redis, react, netlify, heroku",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9560,0.0142,89.7335,62.5005,0.7435,0.0022,https://github.com/emreturgutce/stock-management/,757
boxes_and_arrows,"microservices, publish-subscribe",entire,dynamic,chirgjin_track-my-events,n,"services, clients, technologies, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",chirgjin/track-my-events,"rectangles, cylinders",postgresql,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,40.2481,0.0097,89.9097,63.0386,0.8410,0.0019,https://github.com/chirgjin/track-my-events/,1106
boxes_and_arrows,"client-server, MVC, rest",entire,static,jun108059_Elasticsearch-SpringBoot,y,"clients, servers, DBs, packages, technologies",connectivity,"uni, bi",data_flow,n,y,n,medium,n,y,,maintainability,jun108059/Elasticsearch-SpringBoot,"rectangles, icons","spring, elasticsearch, thymeleaf, mysql",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.6613,0.0165,89.3306,58.4418,0.5850,0.0032,https://github.com/jun108059/Elasticsearch-SpringBoot/,924
boxes_and_arrows,NA,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.8141,0.0115,89.7108,60.6404,0.7481,-0.0085,https://github.com/onprem/foundry/,1085
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,NA,,,,,,,,,,https://github.com/philipplackner/IvyWallet-PL_Version/,1368
boxes_and_arrows,NA,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/michaelsrichter/azure.owasp/,1430
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,27.8790,0.0404,52.6885,50.5782,0.4121,0.0000,https://github.com/IBM/vpc-flowlogs-log-analysis/,751
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4263,0.0134,88.8208,60.7618,0.7171,-0.0011,https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.3335,0.0541,17.2422,38.4001,0.0887,0.0014,https://github.com/kerollesroshdi/Cima-/,1379
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4262,0.0425,89.2378,44.9776,0.3573,-0.0014,https://github.com/takoko55/LectureLens/,915
boxes_and_arrows,NA,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,NA,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/googleinterns/typescript-flag-upgrade/,800
boxes_and_arrows,NA,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5351,0.0118,88.9200,62.0761,0.7906,-0.0010,https://github.com/solenya-group/solenya/,969
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,NA,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2834,0.0137,89.3575,59.8557,0.5812,-0.0037,https://github.com/23fa-cpsc490/canyough/,1221
boxes_and_arrows,NA,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0336,0.0125,89.7375,58.1671,0.5662,0.0038,https://github.com/Resurgence-VM-Development/Resurgence/,981
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,NA,NA,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6135,0.0209,89.1997,57.3086,0.5611,-0.0001,https://github.com/thangchung/practical-dapr/,808
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1068,0.0124,89.4703,59.9088,0.6904,0.0033,https://github.com/YashwantChauhan/SDL/,1039
icons_and_arrows,NA,part,static,hrchlhck_k8s-bigdata,y,containers,deployment,uni,dependencies,n,y,n,medium,y,y,,performance_efficiency,hrchlhck/k8s-bigdata,rectangles,NA,,,,,,,,,,https://github.com/hrchlhck/k8s-bigdata/,1263
boxes_and_arrows,NA,entire+,dynamic,XenitAB_git-auth-proxy,y,"technologies, sub-systems","security, deployment",uni,data_flow,n,y,n,high,n,n,,"security, performance_efficiency",XenitAB/git-auth-proxy,"rectangles, icons","azure, github",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8431,0.0114,89.7903,57.4819,0.6368,-0.0013,https://github.com/XenitAB/git-auth-proxy/,1006
boxes,NA,entire,static,ut-ims-robotics_robotont,y,"sub-systems, packages",general,NA,NA,n,n,n,medium,n,y,"ros, iot",maintainability,ut-ims-robotics/robotont,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/ut-ims-robotics/robotont/,1034
boxes_and_arrows,microservices,entire,dynamic,anvasquezre_sabiduria_asegurada_experiments,y,"containers, technologies, DBs","deployment, connectivity",bi,communication,n,y,y,medium,n,y,,performance_efficiency,anvasquezre/sabiduria_asegurada_experiments,"rectangles, icons","qdrant, azuer, chainlit, fastapi, docker",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0248,0.0158,87.5672,57.0708,0.5667,-0.0003,https://github.com/anvasquezre/sabiduria_asegurada_experiments/,1077
boxes_and_arrows,client-server,entire,dynamic,jzyong_GameServer4g,y,"servers, clients, network_components, packages","deployment, connectivity",bi,communication,n,y,n,medium,y,y,,performance_efficiency,jzyong/GameServer4g,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/jzyong/GameServer4g/,1046
boxes,NA,entire,static,argrecsys_argael,n,"packages, DBs, data",general,bi,data_flow,n,y,n,medium,n,y,,maintainability,argrecsys/argael,rectangles,java,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.8598,0.0405,50.4037,54.0614,0.4093,0.0028,https://github.com/argrecsys/argael/,1443
icons_and_arrows,NA,entire+,dynamic,terrenjpeterson_javawatch,y,"sub-systems, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,y,iot,"performance_efficiency, functional_suitability",terrenjpeterson/javawatch,"icons, rectangles","python, aws, raspberry",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4065,0.0170,88.3443,57.7434,0.5609,0.0063,https://github.com/terrenjpeterson/javawatch/,875
icons_and_arrows,NA,part,dynamic,Crazy0416_KnowledgeGraph,y,"technologies, DBs, clients",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Crazy0416/KnowledgeGraph,icons,"cayley, mongodb, nodejs, elasticsearch",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4525,0.0134,88.6063,62.6455,0.8023,-0.0013,https://github.com/Crazy0416/KnowledgeGraph/,891
UML,NA,part,static,Taymindis_fcgi-function,n,"functions, classes",control_flow,uni,control_flow,n,y,n,low,n,y,,"functional_suitability, maintainability",Taymindis/fcgi-function,rectangles,"c, c++",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.3364,0.0482,88.7150,38.0289,0.2004,0.0013,https://github.com/Taymindis/fcgi-function/,1004
icons_and_arrows,NA,entire+,dynamic,McOrts_taller-iot-sensor_radiactividad,y,"technologies, DBs, clients, hardware_components",deployment,bi,communication,snapshots,y,n,high,n,y,,"performance_efficiency, flexibility",McOrts/taller-iot-sensor_radiactividad,icons,"mqtt, docker, telegram, twitter, node-red",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4346,0.0169,89.7185,57.8160,0.6151,-0.0009,https://github.com/McOrts/taller-iot-sensor_radiactividad/,821
icons_and_arrows,"client-server, event-driven",entire+,dynamic,UBC-CIC_Student-Connect-App,n,"technologies, clients, DBs",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",UBC-CIC/Student-Connect-App,icons,"aws, react",,,,NA,NA,NA,NA,NA,NA,https://github.com/UBC-CIC/Student-Connect-App/,1061
"icons_and_arrows, boxes","event-driven, SOA, layered",entire+,dynamic,xydo1990_mlops_zoomcamp_homework,y,"technologies, DBs, containers",control_flow,bi,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",xydo1990/mlops_zoomcamp_homework,"icons, rectangles","python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.6163,0.0132,89.2736,61.2756,0.6825,-0.0016,https://github.com/xydo1990/mlops_zoomcamp_homework/,1099
icons_and_arrows,client-server,entire+,dynamic,UnoSD_UnoCash,y,"technologies, clients","deployment, control_flow",uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",UnoSD/UnoCash,icons,"azure, github, pulumi",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.7403,0.0116,89.1022,60.1716,0.6763,-0.0009,https://github.com/UnoSD/UnoCash/,1355
icons_and_arrows,event-driven,entire,static,david3107_squatm3gator,y,"technologies, clients",security,bi,dependencies,snapshots,y,n,high,n,n,,security,david3107/squatm3gator,icons,"socket.io, redis",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3286,0.0171,88.5132,59.5666,0.7265,-0.0031,https://github.com/david3107/squatm3gator/,1318
boxes_and_arrows,NA,entire+,static,iceland2k14_Kangrand,y,"clients, servers, DBs",deployment,bi,communication,n,y,n,high,n,n,,flexibility,iceland2k14/Kangrand,"rectangles, cylinders",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1819,0.0155,89.8553,57.0243,0.5891,0.0013,https://github.com/iceland2k14/Kangrand/,1224
boxes_and_arrows,NA,part,static,SV-97_HumanResourceMachine,n,sub-systems,general,uni,control_flow,n,y,n,medium,n,n,,maintainability,SV-97/HumanResourceMachine,ellipses,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.3856,0.0120,89.1288,58.9309,0.6572,-0.0007,https://github.com/SV-97/HumanResourceMachine/,985
boxes_and_arrows,microservices,entire+,dynamic,caraml-dev_turing,y,"services, sub-systems, DBs, containers",control_flow,uni,control_flow,n,y,y,medium,n,y,,"functional_suitability, maintainability",caraml-dev/turing,rectangles,kubernetes,,,,NA,NA,NA,NA,NA,NA,https://github.com/caraml-dev/turing/,1004
icons_and_arrows,event-driven,part,static,doitintl_banias,y,"technologies, containers","deployment, control_flow",uni,control_flow,n,y,n,high,n,y,,"flexibility, performance_efficiency",doitintl/banias,"icons, rectangles","google, go, kubernetes",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.6383,0.0093,89.7196,60.6401,0.7315,0.0025,https://github.com/doitintl/banias/,823
"icons_and_arrows, boxes","publish-subscribe, client-server",entire,dynamic,numerica-ideas_ni-microservice-nodejs,y,"network_components, technologies, containers, hardware_components, clients, DBs",connectivity,bi,communication,n,y,n,medium,y,y,,"flexibility, performance_efficiency",numerica-ideas/ni-microservice-nodejs,"icons, rectangles",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0661,0.0125,89.7411,59.7599,0.6686,-0.0003,https://github.com/numerica-ideas/ni-microservice-nodejs/,1037
boxes_and_arrows,NA,entire,"static, dynamic",gabrielfarah_OpenHub,y,"packages, DBs",general,uni,control_flow,n,y,n,medium,n,n,,maintainability,gabrielfarah/OpenHub,"rectangles, icons, cylinders","rabbitmq, python, javascript, php, github",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.7624,0.0145,88.9031,57.5966,0.4674,0.0009,https://github.com/gabrielfarah/OpenHub/,1024
boxes_and_arrows,client-server,entire+,static,elpapi42_deep-deblurring,y,sub-systems,general,uni,communication,n,y,n,high,n,n,,maintainability,elpapi42/deep-deblurring,"rectangles, 3d",google,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.0123,0.0126,89.8234,62.1413,0.7487,0.0005,https://github.com/ElPapi42/deep-deblurring/,761
icons_and_arrows,event-driven,entire,dynamic,jkahn117_aws-news,y,"technologies, DBs, steps",general,bi,"dependencies, communication",n,y,n,medium,n,y,,maintainability,jkahn117/aws-news,icons,aws,,,,NA,NA,NA,NA,NA,NA,https://github.com/jkahn117/aws-news/,965
boxes_and_arrows,client-server,part,static,meshery_meshery,y,"clients, servers, containers, sub-systems",deployment,bi,communication,text,y,n,medium,n,y,,"flexibility, performance_efficiency",meshery/meshery,"rectangles, icons","docker, kubernetes",,,,NA,NA,NA,NA,NA,NA,https://github.com/meshery/meshery/,1162
UML,NA,part,dynamic,duanfuxiang0_MysqlMigrationTool,n,"DBs, classes",control_flow,uni,control_flow,n,y,n,low,n,n,,"maintainability, functional_suitability",duanfuxiang0/MysqlMigrationTool,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.0112,0.0100,89.9471,62.1047,0.7776,-0.0009,https://github.com/duanfuxiang0/MysqlMigrationTool/,925
boxes_and_arrows,client-server,entire,static,Connor1996_Pokemon,n,classes,general,no,dependencies,n,y,n,low,n,n,,maintainability,Connor1996/Pokemon,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,25.3345,0.0541,20.0793,40.4812,0.0983,-0.0024,https://github.com/Connor1996/Pokemon/,1096
UML,client-server,part,dynamic,awslabs_benchmark-ai,n,"clients, technologies",control_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, functional_suitability",awslabs/benchmark-ai,rectangles,aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6470,0.0147,86.9846,56.4747,0.5183,-0.0015,https://github.com/awslabs/benchmark-ai/,1321
icons_and_arrows,NA,entire,dynamic,gaiax_fLibra,y,"technologies, clients",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,gaiax/fLibra,icons,"ethereum, nodejs, firestore, aws, elasticsearch",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.0196,0.0141,89.3603,57.0049,0.6285,0.0008,https://github.com/gaiax/fLibra/,972
boxes,SOA,entire+,static,oracle-quickstart_oci-confluent,n,"packages, containers, network_components","deployment, security",NA,NA,n,n,n,medium,y,y,,"flexibility, performance_efficiency, reliability, security",oracle-quickstart/oci-confluent,rectangles,"confluent, oracle",,,,NA,NA,NA,NA,NA,NA,https://github.com/oracle-quickstart/oci-confluent/,887
icons_and_arrows,client-server,entire,dynamic,jlhood_retweet-leaderboard,y,"technologies, clients",control_flow,uni,control_flow,n,y,n,high,n,y,,functional_suitability,jlhood/retweet-leaderboard,icons,"aws, twitter",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.1176,0.0139,89.2698,56.7584,0.5269,0.0069,https://github.com/jlhood/retweet-leaderboard/,1088
boxes_and_arrows,"layered, SOA",entire,static,bluekiri_mlab,y,"DBs, clients, servers, sub-systems",general,uni,communication,n,y,n,high,n,n,,maintainability,bluekiri/mlab,"rectangles, icons",mongodb,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7505,0.0130,88.6883,57.3058,0.5295,-0.0011,https://github.com/bluekiri/mlab/,1501
boxes_and_arrows,client-server,entire+,dynamic,mcuking_offline-package-webpack-plugin,y,"packages, technologies",control_flow,uni,control_flow,text,y,n,medium,n,n,,functional_suitability,mcuking/offline-package-webpack-plugin,rectangles,jenkins,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.0262,0.0315,89.8242,61.0064,0.6100,0.0002,https://github.com/mcuking/offline-package-webpack-plugin/,701
boxes_and_arrows,NA,entire,static,codestates_BEB-05-LeeSea,n,"layers, sub-systems, packages, classes",general,uni,communication,n,y,n,high,n,n,,maintainability,codestates/BEB-05-LeeSea,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4344,0.0151,89.9029,59.8843,0.7185,0.0017,https://github.com/codestates/BEB-05-LeeSea/,1151
icons_and_arrows,event-driven,part,dynamic,LouisvilleMetro_WazeCCPProcessor,y,"functions, data",control_flow,uni,control_flow,text,y,n,low,n,n,,functional_suitability,LouisvilleMetro/WazeCCPProcessor,icons,aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1087,0.0124,89.5102,61.7740,0.7199,-0.0012,https://github.com/LouisvilleMetro/WazeCCPProcessor/,954
icons_and_arrows,publish-subscribe,part,dynamic,KMuthumala_ESP32-BLE-Beaconing,y,"hardware_components, clients, sub-systems",connectivity,bi,communication,n,y,n,high,n,n,iot,flexibility,KMuthumala/ESP32-BLE-Beaconing,icons,mqtt,,,,NA,NA,NA,NA,NA,NA,https://github.com/KMuthumala/ESP32-BLE-Beaconing/,1022
boxes_and_arrows,NA,entire,static,DecenterApps_ResistanceProtocol,y,"packages, layers",general,uni,dependencies,n,y,n,medium,n,y,"Even if different colours are used, they have little to no semantic meaning (e.g., ofte they depict just all elements belonging to the same layer, which is already represented by grouping elements of the same layer in a box)",maintainability,DecenterApps/ResistanceProtocol,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4466,0.0120,88.6794,62.0892,0.5842,-0.0012,https://github.com/DecenterApps/ResistanceProtocol/,1077
boxes_and_arrows,layered,entire,"static, dynamic",llvm_torch-mlir,n,"technologies, layers",general,uni,communication,n,y,n,medium,n,y,,maintainability,llvm/torch-mlir,rectangles,"pytorch, mlir",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.4427,0.0134,87.8432,62.4413,0.7441,0.0006,https://github.com/llvm/torch-mlir/,1396
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,lowtalkers_escape-reality,y,"servers, DBs, technologies",data_flow,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,lowtalkers/escape-reality,"rectangles, cylinders, icons","aws, a-frame, react, nodejs, digitalocean, redis, mariadb",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8016,0.0115,89.4514,58.8726,0.7282,0.0011,https://github.com/lowtalkers/escape-reality/,665
boxes,"layered, map-reduce",entire+,static,whtngus_whtngus.github.io,y,"layers, technologies, DBs",deployment,bi,communication,n,y,n,high,n,y,,"maintainability, flexibility",whtngus/whtngus.github.io,"rectangles, cylinders","apache, java",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3460,0.0152,89.3061,55.6733,0.5601,0.0016,https://github.com/whtngus/whtngus.github.io/,182
icons_and_arrows,client-server,entire,dynamic,IBM_customer-sentiment-on-seller-quality-nlu-cp4d,y,technologies,control_flow,bi,control_flow,n,y,n,high,n,y,,"functional_suitability, maintainability",IBM/customer-sentiment-on-seller-quality-nlu-cp4d,"rectangles, icons","watson, jupyter, cognos",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.9524,0.0101,89.9189,65.4128,0.8446,-0.0009,https://github.com/IBM/customer-sentiment-on-seller-quality-nlu-cp4d/,696
boxes_and_arrows,client-server,entire,static,cap-ntu_Video-to-Retail-Platform,n,"sub-systems, servers, clients",general,uni,NA,n,y,n,high,n,n,"Connections, even if bidirectional, are shown as two unidirectional",maintainability,cap-ntu/Video-to-Retail-Platform,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/cap-ntu/Video-to-Retail-Platform/,1132
icons_and_arrows,NA,entire+,dynamic,zoolhelmy_ESP8266-Weather-Station,y,"hardware_components, network_components, clients",deployment,uni,data_flow,n,y,n,high,n,n,IoT,"functional_suitability, maintainability",zoolhelmy/ESP8266-Weather-Station,icons,"github, matlab, mqtt",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.1123,0.0139,88.9824,58.1148,0.7085,-0.0013,https://github.com/zoolhelmy/ESP8266-Weather-Station/,943
